
inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.936
2,1:y,1:y,,0.876
3,1:y,1:y,,0.913
4,2:n,1:y,+,0.571
5,2:n,2:n,,0.977
6,2:n,1:y,+,0.682
7,2:n,2:n,,0.98
8,2:n,1:y,+,0.659
9,2:n,2:n,,0.701
10,1:y,1:y,,0.777
11,2:n,2:n,,0.922
12,1:y,1:y,,0.963
13,1:y,1:y,,0.983
14,2:n,1:y,+,0.881
15,1:y,2:n,+,0.896
16,2:n,2:n,,0.718
17,1:y,1:y,,0.908
18,1:y,2:n,+,0.561
19,2:n,2:n,,0.818
20,1:y,1:y,,0.806
21,2:n,2:n,,0.993
22,1:y,1:y,,0.732
23,1:y,1:y,,0.993
24,2:n,2:n,,0.616
25,2:n,1:y,+,0.698
26,2:n,2:n,,0.908
27,1:y,1:y,,0.948
28,2:n,1:y,+,0.606
29,1:y,1:y,,0.87
30,2:n,2:n,,0.961
31,1:y,1:y,,0.991
32,1:y,1:y,,0.85
33,1:y,1:y,,0.927
34,2:n,2:n,,0.863
35,1:y,1:y,,0.791
36,2:n,2:n,,0.717
37,1:y,1:y,,0.956
38,1:y,1:y,,0.983
39,1:y,1:y,,0.909
40,1:y,1:y,,0.957
41,2:n,2:n,,0.969
42,1:y,1:y,,0.984
43,2:n,2:n,,0.962
44,2:n,2:n,,0.657
45,1:y,1:y,,0.857
46,1:y,1:y,,0.981
47,2:n,1:y,+,0.894
48,2:n,2:n,,0.962
49,1:y,1:y,,0.998
50,2:n,2:n,,0.638
51,1:y,1:y,,0.993
52,1:y,1:y,,0.66
53,2:n,1:y,+,0.936
54,1:y,1:y,,0.659
55,2:n,2:n,,0.992
56,1:y,1:y,,0.786
57,2:n,2:n,,0.986
58,2:n,2:n,,0.861
59,1:y,2:n,+,0.913
60,1:y,1:y,,0.939
61,2:n,1:y,+,0.622
62,2:n,2:n,,0.987
63,1:y,1:y,,0.887
64,2:n,2:n,,0.502
65,1:y,1:y,,0.798
66,1:y,1:y,,0.908
67,1:y,1:y,,0.854
68,2:n,1:y,+,0.598
69,1:y,1:y,,0.789
70,2:n,2:n,,0.761
71,1:y,1:y,,0.669
72,2:n,2:n,,0.958
73,1:y,1:y,,0.819
74,2:n,2:n,,0.906
75,2:n,2:n,,0.963
76,2:n,2:n,,0.643
77,2:n,2:n,,0.979
78,1:y,1:y,,0.908
79,1:y,1:y,,0.942
80,2:n,2:n,,0.978
81,1:y,1:y,,0.95
82,1:y,2:n,+,0.634
83,1:y,1:y,,0.698
84,1:y,1:y,,0.782
85,1:y,1:y,,0.912
86,1:y,1:y,,0.622
87,1:y,1:y,,0.703
88,2:n,2:n,,0.949
89,1:y,1:y,,0.854
90,2:n,2:n,,0.726
91,2:n,1:y,+,0.849
92,1:y,1:y,,0.953
93,1:y,1:y,,0.981
94,2:n,2:n,,0.99
95,2:n,1:y,+,0.764
96,1:y,1:y,,0.823
97,2:n,2:n,,0.87
98,2:n,1:y,+,0.598
99,1:y,1:y,,0.717
100,1:y,1:y,,0.971
101,2:n,2:n,,0.974
102,2:n,2:n,,0.966
103,1:y,1:y,,0.839
104,2:n,2:n,,0.879
105,1:y,1:y,,0.999
106,2:n,2:n,,1
107,1:y,1:y,,0.888
108,2:n,2:n,,0.87
109,1:y,1:y,,0.831
110,2:n,2:n,,0.711
111,1:y,1:y,,0.957
112,2:n,2:n,,0.98
113,2:n,2:n,,0.974
114,2:n,2:n,,0.937
115,1:y,1:y,,0.91
116,2:n,1:y,+,0.864
117,1:y,1:y,,0.694
118,2:n,2:n,,0.943
119,2:n,2:n,,0.95
120,2:n,1:y,+,0.67
121,2:n,1:y,+,0.821
122,2:n,1:y,+,0.94
123,2:n,2:n,,0.988
124,1:y,1:y,,0.939
125,2:n,2:n,,0.944
126,2:n,1:y,+,0.582
127,2:n,2:n,,0.984
128,2:n,2:n,,0.971
129,2:n,2:n,,0.978
130,2:n,2:n,,0.966
131,1:y,1:y,,0.997
132,1:y,1:y,,0.897
133,1:y,1:y,,0.787
134,1:y,1:y,,0.894
135,2:n,2:n,,0.939
136,1:y,1:y,,0.971
137,2:n,2:n,,0.972
138,2:n,2:n,,0.954
139,1:y,1:y,,0.959
140,1:y,1:y,,0.912
141,2:n,2:n,,0.969
142,1:y,1:y,,0.981
143,2:n,2:n,,0.784
144,1:y,1:y,,0.83
145,1:y,1:y,,0.716
146,2:n,1:y,+,0.586
147,1:y,1:y,,0.954
148,1:y,1:y,,0.541
149,2:n,2:n,,0.959
150,1:y,1:y,,0.654
151,2:n,1:y,+,0.589
152,2:n,1:y,+,0.822
153,2:n,1:y,+,0.576
154,2:n,2:n,,0.896
155,2:n,1:y,+,0.639
156,1:y,1:y,,0.971
157,1:y,2:n,+,0.953
158,1:y,1:y,,0.902
159,1:y,1:y,,0.941
160,1:y,1:y,,0.888
161,2:n,2:n,,0.918
162,1:y,1:y,,0.996
163,2:n,2:n,,0.988
164,1:y,1:y,,0.978
165,1:y,1:y,,0.952
166,1:y,1:y,,0.81
167,2:n,1:y,+,0.842
168,1:y,1:y,,0.972
169,1:y,1:y,,0.924
170,2:n,2:n,,0.887
171,1:y,1:y,,0.611
172,2:n,1:y,+,0.831
173,2:n,1:y,+,0.552
174,1:y,1:y,,0.974
175,1:y,1:y,,0.947
176,1:y,1:y,,0.984
177,2:n,2:n,,0.882
178,1:y,1:y,,0.972
179,2:n,2:n,,0.752
180,2:n,2:n,,0.9
181,1:y,1:y,,0.978
182,1:y,1:y,,0.969
183,1:y,1:y,,0.953
184,2:n,2:n,,0.762
185,1:y,1:y,,0.922
186,1:y,1:y,,0.874
187,2:n,1:y,+,0.744
188,1:y,1:y,,0.986
189,2:n,2:n,,0.98
190,1:y,1:y,,0.924
191,2:n,2:n,,0.984
192,2:n,2:n,,0.953
193,1:y,1:y,,0.893
194,2:n,2:n,,0.89
195,1:y,1:y,,0.694
196,1:y,1:y,,0.509
197,1:y,1:y,,0.947
198,2:n,1:y,+,0.804
199,2:n,2:n,,0.72
200,1:y,1:y,,0.983
201,2:n,2:n,,0.511
202,2:n,2:n,,0.992
203,2:n,1:y,+,0.757
204,1:y,1:y,,0.969
205,2:n,2:n,,0.778
206,1:y,1:y,,0.973
207,1:y,1:y,,0.971
208,1:y,1:y,,0.752
209,2:n,1:y,+,0.548
210,1:y,1:y,,0.796
211,1:y,1:y,,0.971
212,2:n,2:n,,0.918
213,1:y,2:n,+,0.716
214,1:y,1:y,,0.99
215,2:n,2:n,,0.767
216,1:y,1:y,,0.953
217,1:y,1:y,,0.783
218,1:y,1:y,,0.78
219,2:n,1:y,+,0.688
220,2:n,1:y,+,0.573
221,2:n,2:n,,0.992
222,1:y,1:y,,0.584
223,2:n,2:n,,0.974
224,2:n,2:n,,0.869
225,1:y,1:y,,0.833
226,1:y,1:y,,0.66
227,1:y,1:y,,0.818
228,1:y,1:y,,0.788
229,1:y,1:y,,0.948
230,1:y,1:y,,0.999
231,2:n,2:n,,0.692
232,1:y,2:n,+,0.711
233,1:y,1:y,,0.649
234,1:y,1:y,,0.884
235,2:n,2:n,,0.978
236,1:y,1:y,,0.986
237,2:n,2:n,,0.96
238,1:y,1:y,,0.978
239,1:y,1:y,,0.87
240,1:y,1:y,,0.988
241,1:y,1:y,,0.799
242,1:y,1:y,,0.919
243,2:n,2:n,,0.982
244,2:n,2:n,,0.924
245,1:y,1:y,,0.956
246,2:n,1:y,+,0.958
247,1:y,1:y,,0.832
248,2:n,2:n,,0.962
249,1:y,1:y,,0.717
250,1:y,2:n,+,0.956
251,1:y,1:y,,0.661
252,1:y,1:y,,0.984
253,1:y,1:y,,0.809
254,1:y,1:y,,0.64
255,1:y,1:y,,0.99
256,1:y,1:y,,0.978
257,1:y,1:y,,0.991
258,1:y,2:n,+,0.94
259,1:y,1:y,,0.962
260,1:y,1:y,,0.941
261,1:y,1:y,,0.994
262,1:y,1:y,,0.972
263,1:y,1:y,,0.828
264,1:y,1:y,,0.88
265,1:y,1:y,,0.964
266,1:y,1:y,,0.911
267,1:y,2:n,+,0.56
268,1:y,1:y,,0.831
269,2:n,2:n,,0.634
270,1:y,1:y,,0.739
271,1:y,1:y,,0.972
272,1:y,1:y,,0.89
273,2:n,2:n,,0.641
274,1:y,1:y,,0.904
275,2:n,1:y,+,0.707
276,1:y,1:y,,0.992
277,1:y,1:y,,0.949
278,1:y,1:y,,0.813
279,1:y,1:y,,0.993
280,1:y,1:y,,0.699
