
inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.938
2,1:y,1:y,,0.874
3,1:y,1:y,,0.919
4,2:n,1:y,+,0.573
5,2:n,2:n,,0.975
6,2:n,1:y,+,0.686
7,2:n,2:n,,0.979
8,2:n,1:y,+,0.655
9,2:n,2:n,,0.698
10,1:y,1:y,,0.77
11,2:n,2:n,,0.916
12,1:y,1:y,,0.961
13,1:y,1:y,,0.985
14,2:n,1:y,+,0.882
15,1:y,2:n,+,0.894
16,2:n,2:n,,0.718
17,1:y,1:y,,0.906
18,1:y,2:n,+,0.554
19,2:n,2:n,,0.82
20,1:y,1:y,,0.82
21,2:n,2:n,,0.993
22,1:y,1:y,,0.733
23,1:y,1:y,,0.993
24,2:n,2:n,,0.611
25,2:n,1:y,+,0.693
26,2:n,2:n,,0.906
27,1:y,1:y,,0.946
28,2:n,1:y,+,0.595
29,1:y,1:y,,0.874
30,2:n,2:n,,0.958
31,1:y,1:y,,0.99
32,1:y,1:y,,0.85
33,1:y,1:y,,0.93
34,2:n,2:n,,0.865
35,1:y,1:y,,0.792
36,2:n,2:n,,0.713
37,1:y,1:y,,0.954
38,1:y,1:y,,0.983
39,1:y,1:y,,0.906
40,1:y,1:y,,0.959
41,2:n,2:n,,0.97
42,1:y,1:y,,0.988
43,2:n,2:n,,0.965
44,2:n,2:n,,0.661
45,1:y,1:y,,0.855
46,1:y,1:y,,0.98
47,2:n,1:y,+,0.897
48,2:n,2:n,,0.963
49,1:y,1:y,,0.998
50,2:n,2:n,,0.636
51,1:y,1:y,,0.994
52,1:y,1:y,,0.657
53,2:n,1:y,+,0.934
54,1:y,1:y,,0.664
55,2:n,2:n,,0.993
56,1:y,1:y,,0.786
57,2:n,2:n,,0.988
58,2:n,2:n,,0.86
59,1:y,2:n,+,0.921
60,1:y,1:y,,0.938
61,2:n,1:y,+,0.624
62,2:n,2:n,,0.988
63,1:y,1:y,,0.884
64,2:n,2:n,,0.51
65,1:y,1:y,,0.797
66,1:y,1:y,,0.907
67,1:y,1:y,,0.856
68,2:n,1:y,+,0.593
69,1:y,1:y,,0.782
70,2:n,2:n,,0.759
71,1:y,1:y,,0.67
72,2:n,2:n,,0.959
73,1:y,1:y,,0.82
74,2:n,2:n,,0.909
75,2:n,2:n,,0.961
76,2:n,2:n,,0.65
77,2:n,2:n,,0.98
78,1:y,1:y,,0.904
79,1:y,1:y,,0.94
80,2:n,2:n,,0.978
81,1:y,1:y,,0.946
82,1:y,2:n,+,0.63
83,1:y,1:y,,0.696
84,1:y,1:y,,0.784
85,1:y,1:y,,0.91
86,1:y,1:y,,0.62
87,1:y,1:y,,0.705
88,2:n,2:n,,0.95
89,1:y,1:y,,0.851
90,2:n,2:n,,0.725
91,2:n,1:y,+,0.85
92,1:y,1:y,,0.955
93,1:y,1:y,,0.979
94,2:n,2:n,,0.99
95,2:n,1:y,+,0.762
96,1:y,1:y,,0.826
97,2:n,2:n,,0.87
98,2:n,1:y,+,0.598
99,1:y,1:y,,0.721
100,1:y,1:y,,0.968
101,2:n,2:n,,0.975
102,2:n,2:n,,0.968
103,1:y,1:y,,0.848
104,2:n,2:n,,0.877
105,1:y,1:y,,0.999
106,2:n,2:n,,1
107,1:y,1:y,,0.892
108,2:n,2:n,,0.876
109,1:y,1:y,,0.834
110,2:n,2:n,,0.713
111,1:y,1:y,,0.959
112,2:n,2:n,,0.979
113,2:n,2:n,,0.975
114,2:n,2:n,,0.932
115,1:y,1:y,,0.907
116,2:n,1:y,+,0.859
117,1:y,1:y,,0.698
118,2:n,2:n,,0.941
119,2:n,2:n,,0.948
120,2:n,1:y,+,0.677
121,2:n,1:y,+,0.825
122,2:n,1:y,+,0.939
123,2:n,2:n,,0.988
124,1:y,1:y,,0.94
125,2:n,2:n,,0.945
126,2:n,1:y,+,0.57
127,2:n,2:n,,0.985
128,2:n,2:n,,0.973
129,2:n,2:n,,0.978
130,2:n,2:n,,0.965
131,1:y,1:y,,0.996
132,1:y,1:y,,0.895
133,1:y,1:y,,0.784
134,1:y,1:y,,0.895
135,2:n,2:n,,0.936
136,1:y,1:y,,0.969
137,2:n,2:n,,0.975
138,2:n,2:n,,0.959
139,1:y,1:y,,0.96
140,1:y,1:y,,0.917
141,2:n,2:n,,0.969
142,1:y,1:y,,0.98
143,2:n,2:n,,0.781
144,1:y,1:y,,0.836
145,1:y,1:y,,0.711
146,2:n,1:y,+,0.593
147,1:y,1:y,,0.953
148,1:y,1:y,,0.54
149,2:n,2:n,,0.958
150,1:y,1:y,,0.652
151,2:n,1:y,+,0.584
152,2:n,1:y,+,0.82
153,2:n,1:y,+,0.576
154,2:n,2:n,,0.892
155,2:n,1:y,+,0.627
156,1:y,1:y,,0.969
157,1:y,2:n,+,0.956
158,1:y,1:y,,0.902
159,1:y,1:y,,0.945
160,1:y,1:y,,0.894
161,2:n,2:n,,0.915
162,1:y,1:y,,0.996
163,2:n,2:n,,0.988
164,1:y,1:y,,0.98
165,1:y,1:y,,0.95
166,1:y,1:y,,0.805
167,2:n,1:y,+,0.843
168,1:y,1:y,,0.974
169,1:y,1:y,,0.921
170,2:n,2:n,,0.882
171,1:y,1:y,,0.613
172,2:n,1:y,+,0.831
173,2:n,1:y,+,0.563
174,1:y,1:y,,0.975
175,1:y,1:y,,0.949
176,1:y,1:y,,0.983
177,2:n,2:n,,0.889
178,1:y,1:y,,0.973
179,2:n,2:n,,0.756
180,2:n,2:n,,0.901
181,1:y,1:y,,0.979
182,1:y,1:y,,0.974
183,1:y,1:y,,0.95
184,2:n,2:n,,0.76
185,1:y,1:y,,0.922
186,1:y,1:y,,0.88
187,2:n,1:y,+,0.75
188,1:y,1:y,,0.99
189,2:n,2:n,,0.98
190,1:y,1:y,,0.924
191,2:n,2:n,,0.984
192,2:n,2:n,,0.953
193,1:y,1:y,,0.892
