
inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.934
2,1:y,1:y,,0.878
3,1:y,1:y,,0.918
4,2:n,1:y,+,0.594
5,2:n,2:n,,0.978
6,2:n,1:y,+,0.696
7,2:n,2:n,,0.982
8,2:n,1:y,+,0.636
9,2:n,2:n,,0.698
10,1:y,1:y,,0.766
11,2:n,2:n,,0.924
12,1:y,1:y,,0.962
13,1:y,1:y,,0.986
14,2:n,1:y,+,0.892
15,1:y,2:n,+,0.882
16,2:n,2:n,,0.724
17,1:y,1:y,,0.906
18,1:y,2:n,+,0.568
19,2:n,2:n,,0.83
20,1:y,1:y,,0.818
21,2:n,2:n,,0.992
22,1:y,1:y,,0.742
23,1:y,1:y,,0.992
24,2:n,2:n,,0.628
25,2:n,1:y,+,0.71
26,2:n,2:n,,0.886
27,1:y,1:y,,0.938
28,2:n,1:y,+,0.6
29,1:y,1:y,,0.874
30,2:n,2:n,,0.958
31,1:y,1:y,,0.994
32,1:y,1:y,,0.844
33,1:y,1:y,,0.922
34,2:n,2:n,,0.856
35,1:y,1:y,,0.79
36,2:n,2:n,,0.714
37,1:y,1:y,,0.952
38,1:y,1:y,,0.98
39,1:y,1:y,,0.9
40,1:y,1:y,,0.954
41,2:n,2:n,,0.968
42,1:y,1:y,,0.988
43,2:n,2:n,,0.972
44,2:n,2:n,,0.678
45,1:y,1:y,,0.856
46,1:y,1:y,,0.982
47,2:n,1:y,+,0.884
48,2:n,2:n,,0.958
49,1:y,1:y,,0.998
50,2:n,2:n,,0.62
51,1:y,1:y,,0.992
52,1:y,1:y,,0.648
53,2:n,1:y,+,0.932
54,1:y,1:y,,0.67
55,2:n,2:n,,0.992
56,1:y,1:y,,0.8
57,2:n,2:n,,0.988
58,2:n,2:n,,0.868
59,1:y,2:n,+,0.914
60,1:y,1:y,,0.936
61,2:n,1:y,+,0.618
62,2:n,2:n,,0.988
63,1:y,1:y,,0.88
64,2:n,1:y,+,0.508
65,1:y,1:y,,0.786
66,1:y,1:y,,0.914
67,1:y,1:y,,0.874
68,2:n,1:y,+,0.606
69,1:y,1:y,,0.782
70,2:n,2:n,,0.742
71,1:y,1:y,,0.674
72,2:n,2:n,,0.958
73,1:y,1:y,,0.822
74,2:n,2:n,,0.92
75,2:n,2:n,,0.96
76,2:n,2:n,,0.644
77,2:n,2:n,,0.982
78,1:y,1:y,,0.898
79,1:y,1:y,,0.948
80,2:n,2:n,,0.98
81,1:y,1:y,,0.956
82,1:y,2:n,+,0.642
83,1:y,1:y,,0.68
84,1:y,1:y,,0.758
85,1:y,1:y,,0.918
86,1:y,1:y,,0.664
87,1:y,1:y,,0.698
88,2:n,2:n,,0.942
89,1:y,1:y,,0.852
90,2:n,2:n,,0.716
91,2:n,1:y,+,0.852
92,1:y,1:y,,0.958
93,1:y,1:y,,0.986
94,2:n,2:n,,0.986
95,2:n,1:y,+,0.786
96,1:y,1:y,,0.84
97,2:n,2:n,,0.854
98,2:n,1:y,+,0.618
99,1:y,1:y,,0.732
100,1:y,1:y,,0.974
101,2:n,2:n,,0.98
102,2:n,2:n,,0.964
103,1:y,1:y,,0.862
104,2:n,2:n,,0.878
105,1:y,1:y,,0.998
106,2:n,2:n,,1
107,1:y,1:y,,0.882
108,2:n,2:n,,0.876
109,1:y,1:y,,0.846
110,2:n,2:n,,0.702
111,1:y,1:y,,0.962
112,2:n,2:n,,0.976
113,2:n,2:n,,0.968
114,2:n,2:n,,0.934
115,1:y,1:y,,0.906
116,2:n,1:y,+,0.864
117,1:y,1:y,,0.676
118,2:n,2:n,,0.94
119,2:n,2:n,,0.952
120,2:n,1:y,+,0.692
121,2:n,1:y,+,0.83
122,2:n,1:y,+,0.94
123,2:n,2:n,,0.99
124,1:y,1:y,,0.948
125,2:n,2:n,,0.94
126,2:n,1:y,+,0.588
127,2:n,2:n,,0.982
128,2:n,2:n,,0.968
129,2:n,2:n,,0.978
130,2:n,2:n,,0.96
131,1:y,1:y,,0.998
132,1:y,1:y,,0.896
133,1:y,1:y,,0.782
