
inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.98
2,1:y,1:y,,0.94
3,1:y,1:y,,0.96
4,2:n,2:n,,0.72
5,2:n,2:n,,1
6,2:n,2:n,,0.92
7,2:n,2:n,,1
8,2:n,2:n,,1
9,2:n,2:n,,1
10,1:y,1:y,,0.96
11,2:n,2:n,,0.9
12,1:y,1:y,,0.98
13,1:y,1:y,,0.96
14,2:n,2:n,,0.82
15,1:y,2:n,+,0.9
16,2:n,2:n,,1
17,1:y,1:y,,0.88
18,1:y,1:y,,0.84
19,2:n,2:n,,0.76
20,1:y,1:y,,0.96
21,2:n,2:n,,1
22,1:y,1:y,,0.9
23,1:y,1:y,,1
24,2:n,2:n,,1
25,2:n,2:n,,1
26,2:n,2:n,,1
27,1:y,1:y,,0.98
28,2:n,2:n,,0.58
29,1:y,1:y,,1
30,2:n,2:n,,0.96
31,1:y,1:y,,1
32,1:y,1:y,,0.94
33,1:y,1:y,,0.94
34,2:n,2:n,,0.86
35,1:y,1:y,,0.9
36,2:n,2:n,,0.76
37,1:y,1:y,,0.94
38,1:y,1:y,,0.98
39,1:y,1:y,,1
40,1:y,1:y,,0.98
41,2:n,2:n,,0.94
42,1:y,1:y,,0.98
43,2:n,2:n,,0.98
44,2:n,2:n,,0.96
45,1:y,1:y,,0.96
46,1:y,1:y,,1
47,2:n,1:y,+,0.98
48,2:n,2:n,,1
49,1:y,1:y,,1
50,2:n,2:n,,1
51,1:y,1:y,,1
52,1:y,1:y,,0.94
53,2:n,1:y,+,0.94
54,1:y,1:y,,0.84
55,2:n,2:n,,0.98
56,1:y,1:y,,0.98
57,2:n,2:n,,0.98
58,2:n,2:n,,0.84
59,1:y,2:n,+,0.82
60,1:y,1:y,,1
61,2:n,2:n,,0.96
62,2:n,2:n,,0.96
63,1:y,1:y,,0.98
64,2:n,2:n,,1
65,1:y,1:y,,0.96
66,1:y,1:y,,0.92
67,1:y,1:y,,0.96
68,2:n,2:n,,0.96
69,1:y,1:y,,0.9
70,2:n,2:n,,1
71,1:y,1:y,,0.96
72,2:n,2:n,,1
73,1:y,1:y,,0.98
74,2:n,2:n,,1
75,2:n,2:n,,0.98
76,2:n,2:n,,0.94
77,2:n,2:n,,0.98
78,1:y,1:y,,1
79,1:y,1:y,,0.94
80,2:n,2:n,,0.96
81,1:y,1:y,,0.92
82,1:y,1:y,,0.66
83,1:y,1:y,,0.9
84,1:y,1:y,,0.96
85,1:y,1:y,,0.96
86,1:y,1:y,,0.96
87,1:y,2:n,+,0.92
88,2:n,2:n,,1
89,1:y,1:y,,0.9
90,2:n,2:n,,1
91,2:n,1:y,+,0.9
92,1:y,1:y,,1
93,1:y,1:y,,1
94,2:n,2:n,,0.986
95,2:n,2:n,,0.9
96,1:y,2:n,+,0.92
97,2:n,2:n,,0.86
98,2:n,2:n,,1
99,1:y,1:y,,0.98
100,1:y,1:y,,1
101,2:n,2:n,,0.94
102,2:n,2:n,,0.98
103,1:y,1:y,,0.98
104,2:n,2:n,,0.88
105,1:y,1:y,,1
106,2:n,2:n,,1
107,1:y,1:y,,0.8
108,2:n,2:n,,1
109,1:y,1:y,,0.94
110,2:n,2:n,,0.68
111,1:y,1:y,,1
112,2:n,2:n,,0.96
113,2:n,2:n,,0.98
114,2:n,2:n,,0.98
115,1:y,1:y,,0.92
116,2:n,1:y,+,0.9
117,1:y,1:y,,0.94
118,2:n,2:n,,1
119,2:n,2:n,,0.9
120,2:n,2:n,,1
121,2:n,2:n,,0.94
122,2:n,2:n,,0.96
123,2:n,2:n,,0.98
124,1:y,1:y,,0.94
125,2:n,2:n,,0.98
126,2:n,1:y,+,0.94
127,2:n,2:n,,1
128,2:n,2:n,,0.98
129,2:n,2:n,,0.98
130,2:n,2:n,,0.92
131,1:y,1:y,,1
132,1:y,1:y,,0.92
133,1:y,1:y,,0.92
134,1:y,1:y,,0.92
135,2:n,2:n,,0.9
136,1:y,1:y,,1
137,2:n,2:n,,1
138,2:n,2:n,,0.98
139,1:y,1:y,,1
140,1:y,1:y,,1
141,2:n,2:n,,1
142,1:y,1:y,,0.96
143,2:n,2:n,,0.7
144,1:y,1:y,,0.72
145,1:y,1:y,,0.88
146,2:n,2:n,,1
147,1:y,1:y,,0.98
148,1:y,1:y,,0.58
149,2:n,2:n,,0.96
150,1:y,1:y,,0.84
151,2:n,2:n,,1
152,2:n,1:y,+,0.88
153,2:n,2:n,,0.92
154,2:n,2:n,,1
155,2:n,2:n,,0.96
156,1:y,1:y,,1
157,1:y,2:n,+,0.96
158,1:y,1:y,,0.98
159,1:y,1:y,,0.98
160,1:y,1:y,,0.92
161,2:n,2:n,,1
162,1:y,1:y,,1
163,2:n,2:n,,1
164,1:y,1:y,,0.98
165,1:y,1:y,,0.98
166,1:y,1:y,,0.94
167,2:n,2:n,,1
168,1:y,1:y,,1
169,1:y,1:y,,0.92
170,2:n,2:n,,0.94
171,1:y,1:y,,0.84
172,2:n,1:y,+,0.94
173,2:n,2:n,,0.98
174,1:y,1:y,,1
175,1:y,1:y,,0.98
176,1:y,1:y,,1
177,2:n,2:n,,0.96
178,1:y,1:y,,0.98
179,2:n,2:n,,0.82
180,2:n,2:n,,0.92
181,1:y,1:y,,0.96
182,1:y,1:y,,0.96
183,1:y,1:y,,1
184,2:n,2:n,,1
185,1:y,1:y,,0.88
186,1:y,1:y,,0.98
187,2:n,2:n,,0.98
188,1:y,1:y,,1
189,2:n,2:n,,1
190,1:y,1:y,,1
191,2:n,2:n,,0.96
192,2:n,2:n,,1
193,1:y,1:y,,1
194,2:n,2:n,,0.88
195,1:y,1:y,,0.84
196,1:y,1:y,,0.88
197,1:y,1:y,,0.96
198,2:n,2:n,,0.96
199,2:n,2:n,,1
200,1:y,1:y,,1
201,2:n,2:n,,1
202,2:n,2:n,,0.98
203,2:n,2:n,,1
204,1:y,1:y,,0.94
205,2:n,2:n,,0.94
206,1:y,1:y,,1
207,1:y,1:y,,0.98
208,1:y,1:y,,0.98
209,2:n,2:n,,1
210,1:y,1:y,,0.94
211,1:y,1:y,,0.98
212,2:n,2:n,,1
213,1:y,2:n,+,0.66
214,1:y,1:y,,1
215,2:n,2:n,,0.8
216,1:y,1:y,,0.94
217,1:y,1:y,,0.98
218,1:y,1:y,,0.96
219,2:n,2:n,,1
220,2:n,2:n,,0.98
221,2:n,2:n,,0.98
222,1:y,1:y,,0.9
223,2:n,2:n,,0.98
224,2:n,2:n,,1
225,1:y,1:y,,0.86
226,1:y,1:y,,0.8
227,1:y,1:y,,0.94
228,1:y,1:y,,0.94
229,1:y,1:y,,0.98
230,1:y,1:y,,0.98
231,2:n,2:n,,1
232,1:y,2:n,+,0.8
233,1:y,1:y,,0.98
234,1:y,1:y,,0.84
235,2:n,2:n,,0.98
236,1:y,1:y,,1
237,2:n,2:n,,0.98
238,1:y,1:y,,0.98
239,1:y,1:y,,0.86
240,1:y,1:y,,1
241,1:y,1:y,,0.96
242,1:y,1:y,,0.9
243,2:n,2:n,,0.98
244,2:n,2:n,,0.96
245,1:y,1:y,,1
246,2:n,1:y,+,1
247,1:y,1:y,,0.98
248,2:n,2:n,,0.96
249,1:y,1:y,,0.86
250,1:y,2:n,+,0.92
251,1:y,1:y,,0.82
252,1:y,1:y,,0.98
253,1:y,1:y,,0.84
254,1:y,1:y,,0.96
255,1:y,1:y,,1
256,1:y,1:y,,1
257,1:y,1:y,,0.98
258,1:y,2:n,+,1
259,1:y,1:y,,0.98
260,1:y,1:y,,0.96
261,1:y,1:y,,1
262,1:y,1:y,,0.98
263,1:y,1:y,,0.96
264,1:y,1:y,,0.88
265,1:y,1:y,,1
266,1:y,1:y,,0.96
267,1:y,2:n,+,0.54
268,1:y,1:y,,0.96
269,2:n,2:n,,0.72
270,1:y,1:y,,0.92
271,1:y,1:y,,1
272,1:y,1:y,,1
273,2:n,2:n,,0.78
274,1:y,1:y,,0.92
275,2:n,2:n,,0.98
276,1:y,1:y,,0.98
277,1:y,1:y,,0.9
278,1:y,1:y,,0.98
279,1:y,1:y,,0.98
280,1:y,1:y,,0.96
281,2:n,2:n,,0.98
282,1:y,1:y,,0.94
283,1:y,1:y,,0.92
284,2:n,2:n,,0.92
285,1:y,1:y,,0.92
286,2:n,2:n,,0.98
287,1:y,1:y,,0.92
288,1:y,1:y,,0.96
289,2:n,2:n,,0.96
290,2:n,2:n,,0.96
291,2:n,2:n,,0.98
292,2:n,2:n,,0.98
293,2:n,2:n,,0.96
294,1:y,1:y,,0.98
295,1:y,1:y,,0.96
296,2:n,2:n,,1
297,1:y,1:y,,0.96
298,1:y,1:y,,1
299,2:n,2:n,,1
300,1:y,1:y,,0.98
301,2:n,2:n,,1
302,2:n,2:n,,0.98
303,1:y,1:y,,1
304,2:n,2:n,,0.98
305,1:y,1:y,,0.94
306,1:y,1:y,,1
307,1:y,2:n,+,0.8
308,2:n,2:n,,0.84
309,1:y,1:y,,0.92
310,1:y,1:y,,0.98
311,2:n,2:n,,0.98
312,1:y,2:n,+,0.6
313,2:n,2:n,,0.94
314,2:n,2:n,,0.98
315,1:y,1:y,,0.86
316,2:n,2:n,,0.98
317,2:n,2:n,,0.94
318,1:y,1:y,,0.9
319,1:y,1:y,,0.98
320,2:n,2:n,,1
321,2:n,2:n,,0.94
322,2:n,2:n,,0.96
323,1:y,1:y,,0.98
324,1:y,1:y,,0.94
325,1:y,1:y,,0.9
326,1:y,1:y,,0.92
327,1:y,1:y,,1
328,2:n,2:n,,1
329,1:y,1:y,,1
330,1:y,1:y,,0.98
331,1:y,1:y,,0.94
332,1:y,1:y,,1
333,1:y,1:y,,0.94
334,1:y,1:y,,1
335,1:y,1:y,,0.96
336,1:y,1:y,,0.96
337,1:y,1:y,,0.96
338,2:n,2:n,,0.86
339,1:y,1:y,,0.96
340,2:n,2:n,,1
341,1:y,1:y,,0.96
342,1:y,1:y,,0.94
343,2:n,2:n,,0.96
344,1:y,1:y,,1
345,2:n,2:n,,1
346,1:y,1:y,,0.96
347,2:n,2:n,,0.96
348,1:y,1:y,,1
349,2:n,2:n,,0.98
350,2:n,2:n,,0.98
351,1:y,1:y,,0.98
352,1:y,1:y,,0.96
353,1:y,1:y,,0.88
354,2:n,2:n,,1
355,2:n,2:n,,0.82
356,2:n,2:n,,1
357,1:y,1:y,,0.98
358,1:y,1:y,,0.98
359,2:n,2:n,,0.96
360,2:n,2:n,,1
361,1:y,1:y,,0.92
362,2:n,2:n,,0.96
363,1:y,1:y,,0.94
364,1:y,1:y,,0.98
365,1:y,1:y,,0.98
366,1:y,1:y,,0.98
367,2:n,2:n,,0.96
368,1:y,1:y,,1
369,1:y,1:y,,1
370,2:n,2:n,,0.96
371,1:y,1:y,,1
372,1:y,1:y,,0.98
373,1:y,1:y,,1
374,1:y,1:y,,0.98
375,1:y,1:y,,0.94
376,2:n,2:n,,1
377,1:y,1:y,,0.94
378,1:y,1:y,,0.92
379,1:y,1:y,,0.88
380,1:y,1:y,,0.98
381,1:y,1:y,,0.82
382,2:n,2:n,,0.82
383,1:y,1:y,,0.9
384,2:n,2:n,,0.98
385,2:n,2:n,,1
386,1:y,1:y,,0.92
387,2:n,2:n,,1
388,2:n,2:n,,1
389,2:n,2:n,,0.96
390,2:n,2:n,,1
391,1:y,1:y,,0.92
392,1:y,1:y,,1
393,1:y,1:y,,0.92
394,1:y,1:y,,0.92
395,2:n,2:n,,0.98
396,1:y,1:y,,0.98
397,2:n,2:n,,1
398,2:n,2:n,,0.94
399,1:y,1:y,,1
400,2:n,2:n,,1
401,1:y,1:y,,0.96
402,2:n,2:n,,1
403,2:n,2:n,,1
404,2:n,2:n,,0.92
405,1:y,1:y,,1
406,1:y,1:y,,0.96
407,2:n,2:n,,0.98
408,1:y,1:y,,0.96
409,1:y,1:y,,0.96
410,1:y,1:y,,1
411,1:y,1:y,,0.98
412,1:y,1:y,,0.86
413,1:y,1:y,,0.84
414,1:y,1:y,,0.92
415,2:n,2:n,,0.98
416,2:n,2:n,,0.98
417,1:y,1:y,,1
418,2:n,2:n,,0.96
419,2:n,2:n,,1
420,1:y,1:y,,1
421,1:y,1:y,,0.92
422,1:y,1:y,,0.98
423,2:n,2:n,,0.96
424,1:y,1:y,,0.92
425,1:y,1:y,,0.94
426,1:y,1:y,,1
427,2:n,2:n,,0.98
428,1:y,1:y,,0.94
429,2:n,2:n,,0.98
430,1:y,1:y,,0.96
431,1:y,1:y,,0.94
432,1:y,1:y,,1
433,2:n,2:n,,1
434,2:n,2:n,,1
435,1:y,1:y,,0.9
436,2:n,2:n,,0.94
437,2:n,2:n,,0.98
438,2:n,2:n,,0.92
439,1:y,1:y,,1
440,1:y,1:y,,0.92
441,1:y,1:y,,0.9
442,1:y,1:y,,0.96
443,1:y,1:y,,0.88
444,2:n,2:n,,0.98
445,2:n,2:n,,0.96
446,1:y,1:y,,0.92
447,2:n,2:n,,1
448,2:n,2:n,,1
449,1:y,1:y,,0.96
450,1:y,1:y,,0.96
451,1:y,1:y,,0.9
452,2:n,2:n,,0.96
453,2:n,2:n,,1
454,1:y,1:y,,0.94
455,1:y,2:n,+,0.92
456,1:y,1:y,,0.94
457,2:n,2:n,,0.98
458,1:y,1:y,,0.98
459,1:y,1:y,,0.96
460,2:n,2:n,,0.98
461,2:n,2:n,,0.92
462,2:n,2:n,,1
463,2:n,2:n,,1
464,2:n,2:n,,0.98
465,2:n,2:n,,0.96
466,1:y,1:y,,0.9
467,1:y,1:y,,0.96
468,2:n,2:n,,0.98
469,2:n,2:n,,0.963
470,2:n,2:n,,1
471,1:y,1:y,,0.98
472,2:n,2:n,,0.98
473,2:n,2:n,,0.96
474,2:n,2:n,,0.98
475,1:y,1:y,,0.92
476,2:n,2:n,,0.98
477,1:y,1:y,,1
478,2:n,2:n,,0.98
479,1:y,1:y,,0.96
480,2:n,2:n,,1
481,1:y,1:y,,0.98
482,2:n,2:n,,0.88
483,1:y,1:y,,0.96
484,1:y,1:y,,0.98
485,2:n,2:n,,0.98
486,1:y,1:y,,0.98
487,1:y,1:y,,0.98
488,1:y,1:y,,0.98
489,1:y,1:y,,0.92
490,2:n,1:y,+,0.98
491,2:n,2:n,,1
492,2:n,2:n,,0.98
493,2:n,2:n,,1
494,2:n,2:n,,0.94
495,1:y,1:y,,0.94
496,2:n,2:n,,0.98
497,1:y,1:y,,1
498,2:n,2:n,,0.98
499,2:n,2:n,,1
500,1:y,1:y,,0.98
501,1:y,1:y,,0.98
502,2:n,2:n,,0.92
503,2:n,2:n,,0.98
504,2:n,2:n,,0.9
505,2:n,2:n,,1
506,2:n,2:n,,0.98
507,1:y,1:y,,0.94
508,1:y,1:y,,0.88
509,1:y,1:y,,0.98
510,2:n,2:n,,0.98
511,1:y,1:y,,0.9
512,2:n,2:n,,0.96
513,2:n,2:n,,0.98
514,2:n,2:n,,0.98
515,1:y,1:y,,0.96
516,1:y,1:y,,0.9
517,2:n,2:n,,0.98
518,1:y,1:y,,0.98
519,1:y,1:y,,0.96
520,1:y,1:y,,0.94
521,1:y,1:y,,0.86
522,1:y,1:y,,0.66
523,2:n,2:n,,0.98
524,1:y,1:y,,0.88
525,2:n,2:n,,0.98
526,1:y,1:y,,0.92
527,1:y,1:y,,0.98
528,1:y,1:y,,1
529,2:n,2:n,,1
530,1:y,1:y,,0.98
531,1:y,1:y,,1
532,2:n,2:n,,0.98
533,2:n,2:n,,1
534,2:n,2:n,,0.92
535,1:y,1:y,,0.84
536,2:n,2:n,,1
537,1:y,1:y,,0.96
538,2:n,2:n,,0.94
539,1:y,1:y,,1
540,1:y,1:y,,0.74
541,1:y,1:y,,1
542,1:y,1:y,,0.92
543,2:n,2:n,,0.96
544,1:y,1:y,,0.92
545,2:n,2:n,,0.98
546,2:n,2:n,,0.98
547,2:n,2:n,,0.98
548,1:y,1:y,,0.88
549,1:y,1:y,,0.92
550,1:y,1:y,,0.98
551,2:n,2:n,,0.88
552,1:y,1:y,,0.88
553,1:y,1:y,,0.96
554,2:n,2:n,,1
555,1:y,1:y,,0.6
556,1:y,1:y,,0.94
557,2:n,2:n,,0.98
558,2:n,2:n,,0.96
559,2:n,2:n,,0.94
560,2:n,2:n,,1
561,2:n,2:n,,1
562,1:y,1:y,,0.98
563,1:y,1:y,,1
564,1:y,1:y,,1
565,1:y,1:y,,0.98
566,2:n,2:n,,0.98
567,1:y,1:y,,0.96
568,2:n,2:n,,0.96
569,2:n,2:n,,0.94
570,2:n,2:n,,0.98
571,2:n,2:n,,1
572,1:y,1:y,,0.98
573,1:y,1:y,,0.9
574,1:y,1:y,,0.92
575,2:n,2:n,,1
576,1:y,1:y,,0.98
577,1:y,1:y,,1
578,1:y,1:y,,0.98
579,2:n,2:n,,0.88
580,2:n,2:n,,0.96
581,1:y,1:y,,0.98
582,1:y,1:y,,1
583,2:n,2:n,,0.92
584,1:y,1:y,,0.94
585,1:y,1:y,,0.98
586,1:y,1:y,,1
587,1:y,1:y,,1
588,2:n,2:n,,0.9
589,1:y,1:y,,0.98
590,1:y,1:y,,1
591,1:y,1:y,,1
592,1:y,1:y,,0.94
593,2:n,2:n,,0.96
594,1:y,1:y,,0.98
595,1:y,1:y,,0.96
596,1:y,1:y,,1
597,2:n,2:n,,0.98
598,1:y,1:y,,0.84
599,1:y,1:y,,1
600,1:y,1:y,,0.98
601,1:y,1:y,,0.96
602,1:y,1:y,,0.84
603,2:n,2:n,,1
604,1:y,1:y,,1
605,1:y,1:y,,0.96
606,2:n,2:n,,1
607,1:y,1:y,,1
608,2:n,2:n,,0.78
609,2:n,2:n,,1
610,2:n,2:n,,1
611,2:n,2:n,,0.86
612,2:n,2:n,,0.98
613,2:n,2:n,,0.98
614,1:y,1:y,,0.92
615,1:y,1:y,,0.9
616,2:n,2:n,,0.92
617,1:y,1:y,,0.98
618,1:y,1:y,,1
619,2:n,2:n,,0.98
620,1:y,1:y,,1
621,1:y,1:y,,0.98
622,2:n,2:n,,1
623,1:y,1:y,,0.96
624,1:y,1:y,,0.98
625,2:n,2:n,,0.96
626,1:y,1:y,,1
627,2:n,1:y,+,1
628,1:y,1:y,,0.98
629,1:y,1:y,,1
630,1:y,1:y,,1
631,2:n,2:n,,1
632,2:n,2:n,,1
633,2:n,2:n,,0.94
634,1:y,1:y,,0.9
635,1:y,1:y,,0.96
636,1:y,1:y,,0.94
637,2:n,2:n,,1
638,1:y,1:y,,0.86
639,2:n,2:n,,0.98
640,2:n,2:n,,0.98
641,2:n,2:n,,0.94
642,1:y,1:y,,0.94
643,1:y,1:y,,0.92
644,1:y,1:y,,0.96
645,1:y,1:y,,0.98
646,2:n,2:n,,0.64
647,2:n,2:n,,0.94
648,2:n,2:n,,0.92
649,1:y,1:y,,0.94
650,1:y,1:y,,0.96
651,2:n,2:n,,0.98
652,1:y,1:y,,1
653,1:y,1:y,,0.98
654,2:n,2:n,,0.98
655,1:y,1:y,,0.98
656,1:y,1:y,,0.96
657,2:n,2:n,,0.98
658,2:n,2:n,,0.96
659,1:y,1:y,,0.94
660,1:y,1:y,,0.98
661,1:y,1:y,,0.82
662,2:n,2:n,,0.94
663,1:y,1:y,,0.94
664,1:y,1:y,,0.92
665,2:n,2:n,,1
666,2:n,2:n,,0.98
667,2:n,2:n,,0.98
668,2:n,2:n,,0.92
669,1:y,1:y,,0.98
670,2:n,2:n,,1
671,2:n,2:n,,1
672,1:y,1:y,,1
673,1:y,1:y,,0.98
674,2:n,2:n,,0.88
675,1:y,1:y,,0.94
676,1:y,1:y,,0.96
677,1:y,1:y,,0.84
678,2:n,2:n,,0.94
679,2:n,2:n,,1
680,1:y,1:y,,0.96
681,1:y,1:y,,0.94
682,1:y,1:y,,0.98
683,1:y,1:y,,0.84
684,1:y,1:y,,0.98
685,1:y,1:y,,1
686,2:n,2:n,,1
687,1:y,1:y,,1
688,1:y,1:y,,0.96
689,2:n,2:n,,0.98
690,2:n,2:n,,0.98
691,1:y,1:y,,0.98
692,1:y,1:y,,1
693,1:y,1:y,,0.96
694,2:n,2:n,,0.98
695,2:n,2:n,,1
696,2:n,2:n,,1
697,1:y,1:y,,0.94
698,2:n,2:n,,0.94
699,1:y,1:y,,1
700,1:y,1:y,,0.98
701,1:y,1:y,,1
702,1:y,1:y,,0.94
703,1:y,1:y,,0.94
704,1:y,1:y,,0.92
705,2:n,2:n,,0.54
706,1:y,1:y,,0.98
707,1:y,1:y,,1
708,2:n,2:n,,0.98
709,2:n,2:n,,0.98
710,2:n,2:n,,0.7
711,1:y,1:y,,0.96
712,1:y,1:y,,0.88
713,2:n,2:n,,0.96
714,2:n,2:n,,0.98
715,2:n,2:n,,0.92
716,2:n,2:n,,0.98
717,1:y,1:y,,0.98
718,1:y,1:y,,0.96
719,2:n,2:n,,0.98
720,2:n,2:n,,0.94
721,2:n,2:n,,0.98
722,1:y,1:y,,0.96
723,2:n,2:n,,1
724,1:y,1:y,,0.92
725,1:y,2:n,+,1
726,1:y,1:y,,0.66
727,2:n,2:n,,0.98
728,1:y,1:y,,0.98
729,2:n,2:n,,0.96
730,1:y,1:y,,0.98
731,2:n,2:n,,0.9
732,1:y,1:y,,1
733,2:n,2:n,,0.98
734,2:n,2:n,,0.92
735,2:n,2:n,,0.94
736,2:n,2:n,,0.98
737,2:n,2:n,,1
738,1:y,1:y,,0.98
739,2:n,2:n,,0.98
740,1:y,1:y,,0.98
741,1:y,1:y,,0.96
742,2:n,2:n,,0.94
743,2:n,2:n,,0.98
744,1:y,1:y,,1
745,1:y,2:n,+,0.98
746,1:y,1:y,,1
747,1:y,1:y,,0.82
748,1:y,1:y,,0.96
749,1:y,1:y,,0.9
750,1:y,1:y,,1
751,1:y,1:y,,0.94
752,1:y,1:y,,0.92
753,2:n,2:n,,1
754,2:n,2:n,,1
755,2:n,2:n,,0.86
756,2:n,2:n,,0.98
757,2:n,2:n,,0.76
758,1:y,1:y,,1
759,1:y,1:y,,0.9
760,1:y,1:y,,0.98
761,1:y,1:y,,1
762,1:y,1:y,,0.96
763,2:n,2:n,,0.94
764,1:y,1:y,,0.96
765,2:n,2:n,,1
766,1:y,1:y,,1
767,2:n,2:n,,0.96
768,2:n,1:y,+,0.56
769,1:y,1:y,,0.88
770,2:n,2:n,,1
771,1:y,1:y,,0.84
772,2:n,2:n,,1
773,1:y,1:y,,0.84
774,1:y,1:y,,0.98
775,2:n,2:n,,0.92
776,2:n,2:n,,0.92
777,1:y,1:y,,0.98
778,1:y,1:y,,1
779,2:n,2:n,,1
780,1:y,1:y,,0.98
781,2:n,2:n,,0.96
782,2:n,2:n,,0.58
783,2:n,2:n,,1
784,2:n,2:n,,1
785,2:n,2:n,,1
786,2:n,2:n,,1
787,2:n,2:n,,0.92
788,1:y,1:y,,0.98
789,1:y,1:y,,0.94
790,2:n,2:n,,0.98
791,2:n,2:n,,0.94
792,2:n,2:n,,0.9
793,2:n,2:n,,0.98
794,2:n,2:n,,0.96
795,1:y,1:y,,0.98
796,2:n,2:n,,0.6
797,2:n,2:n,,1
798,1:y,1:y,,0.9
799,2:n,2:n,,0.98
800,1:y,1:y,,1
801,1:y,1:y,,1
802,1:y,1:y,,1
803,1:y,1:y,,0.9
804,2:n,1:y,+,0.76
805,1:y,1:y,,1
806,2:n,2:n,,0.94
807,2:n,2:n,,1
808,1:y,1:y,,0.96
809,1:y,1:y,,0.96
810,2:n,2:n,,0.98
811,2:n,2:n,,0.94
812,1:y,1:y,,0.96
813,2:n,2:n,,1
814,2:n,2:n,,0.8
815,1:y,1:y,,0.94
816,1:y,1:y,,1
817,2:n,2:n,,0.86
818,1:y,1:y,,0.98
819,2:n,2:n,,0.98
820,1:y,1:y,,0.98
821,1:y,1:y,,0.98
822,2:n,2:n,,1
823,2:n,1:y,+,0.92
824,1:y,1:y,,1
825,1:y,1:y,,0.98
826,1:y,1:y,,0.88
827,1:y,1:y,,0.9
828,2:n,2:n,,0.96
829,2:n,2:n,,1
830,2:n,2:n,,0.7
831,1:y,1:y,,0.82
832,2:n,2:n,,1
833,1:y,1:y,,0.8
834,2:n,1:y,+,0.98
835,2:n,2:n,,0.98
836,2:n,2:n,,0.86
837,1:y,2:n,+,0.64
838,2:n,2:n,,0.94
839,1:y,1:y,,0.88
840,2:n,2:n,,0.98
841,1:y,1:y,,0.9
842,2:n,2:n,,0.98
843,1:y,1:y,,1
844,1:y,1:y,,1
845,1:y,1:y,,0.96
846,1:y,1:y,,0.9
847,1:y,1:y,,0.98
848,2:n,2:n,,0.98
849,1:y,1:y,,0.98
850,2:n,2:n,,0.92
851,1:y,1:y,,0.94
852,2:n,1:y,+,0.98
853,1:y,2:n,+,0.98
854,2:n,2:n,,0.94
855,2:n,2:n,,1
856,1:y,2:n,+,0.96
857,1:y,1:y,,1
858,1:y,1:y,,1
859,1:y,1:y,,0.96
860,1:y,1:y,,0.98
861,2:n,2:n,,0.54
862,2:n,2:n,,0.6
863,2:n,2:n,,0.98
864,1:y,1:y,,1
865,2:n,2:n,,0.98
866,1:y,1:y,,1
867,1:y,1:y,,0.96
868,2:n,2:n,,1
869,2:n,2:n,,0.98
870,2:n,2:n,,0.88
871,1:y,1:y,,0.86
872,1:y,1:y,,0.9
873,2:n,2:n,,1
874,1:y,1:y,,0.98
875,1:y,1:y,,0.88
876,1:y,1:y,,0.86
877,2:n,2:n,,0.959
878,1:y,1:y,,1
879,1:y,1:y,,0.96
880,2:n,2:n,,1
881,1:y,1:y,,1
882,1:y,1:y,,0.84
883,1:y,1:y,,0.86
884,2:n,2:n,,0.94
885,1:y,1:y,,0.9
886,2:n,2:n,,0.94
887,1:y,1:y,,1
888,1:y,1:y,,0.96
889,2:n,2:n,,0.98
890,2:n,2:n,,0.98
891,2:n,2:n,,0.98
892,2:n,2:n,,1
893,1:y,1:y,,1
894,1:y,1:y,,0.98
895,2:n,1:y,+,0.56
896,1:y,1:y,,0.96
897,2:n,2:n,,0.96
