
inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.976
2,1:y,1:y,,0.924
3,1:y,1:y,,0.953
4,2:n,2:n,,0.671
5,2:n,2:n,,0.994
6,2:n,2:n,,0.929
7,2:n,2:n,,0.982
8,2:n,2:n,,0.988
9,2:n,2:n,,0.988
10,1:y,1:y,,0.924
11,2:n,2:n,,0.912
12,1:y,1:y,,0.988
13,1:y,1:y,,0.982
14,2:n,2:n,,0.865
15,1:y,2:n,+,0.918
16,2:n,2:n,,1
17,1:y,1:y,,0.918
18,1:y,1:y,,0.918
19,2:n,2:n,,0.771
20,1:y,1:y,,0.965
21,2:n,2:n,,1
22,1:y,1:y,,0.941
23,1:y,1:y,,0.994
24,2:n,2:n,,1
25,2:n,2:n,,0.994
26,2:n,2:n,,0.994
27,1:y,1:y,,0.982
28,2:n,2:n,,0.547
29,1:y,1:y,,0.982
30,2:n,2:n,,0.965
31,1:y,1:y,,0.988
32,1:y,1:y,,0.971
33,1:y,1:y,,0.971
34,2:n,2:n,,0.865
35,1:y,1:y,,0.912
36,2:n,2:n,,0.747
37,1:y,1:y,,0.941
38,1:y,1:y,,0.976
39,1:y,1:y,,0.988
40,1:y,1:y,,0.982
41,2:n,2:n,,0.959
42,1:y,1:y,,0.971
43,2:n,2:n,,0.988
44,2:n,2:n,,0.982
45,1:y,1:y,,0.947
46,1:y,1:y,,0.994
47,2:n,1:y,+,0.959
48,2:n,2:n,,0.982
49,1:y,1:y,,1
50,2:n,2:n,,1
51,1:y,1:y,,0.994
52,1:y,1:y,,0.971
53,2:n,1:y,+,0.965
54,1:y,1:y,,0.865
55,2:n,2:n,,0.988
56,1:y,1:y,,0.953
57,2:n,2:n,,0.988
58,2:n,2:n,,0.847
59,1:y,2:n,+,0.871
60,1:y,1:y,,0.988
61,2:n,2:n,,0.976
62,2:n,2:n,,0.988
63,1:y,1:y,,0.953
64,2:n,2:n,,0.994
65,1:y,1:y,,0.941
66,1:y,1:y,,0.935
67,1:y,1:y,,0.953
68,2:n,2:n,,0.988
69,1:y,1:y,,0.924
70,2:n,2:n,,1
71,1:y,1:y,,0.959
72,2:n,2:n,,1
73,1:y,1:y,,0.924
74,2:n,2:n,,1
75,2:n,2:n,,0.965
76,2:n,2:n,,0.841
77,2:n,2:n,,0.959
78,1:y,1:y,,0.994
79,1:y,1:y,,0.953
80,2:n,2:n,,0.982
81,1:y,1:y,,0.947
82,1:y,1:y,,0.553
83,1:y,1:y,,0.9
84,1:y,1:y,,0.941
85,1:y,1:y,,0.971
86,1:y,1:y,,0.947
87,1:y,2:n,+,0.941
88,2:n,2:n,,0.959
89,1:y,1:y,,0.953
90,2:n,2:n,,1
91,2:n,1:y,+,0.929
92,1:y,1:y,,0.988
93,1:y,1:y,,0.988
94,2:n,2:n,,0.984
95,2:n,2:n,,0.965
