
inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.97
2,1:y,1:y,,0.91
3,1:y,1:y,,0.94
4,2:n,2:n,,0.71
5,2:n,2:n,,1
6,2:n,2:n,,0.93
7,2:n,2:n,,0.99
8,2:n,2:n,,0.98
9,2:n,2:n,,1
10,1:y,1:y,,0.92
11,2:n,2:n,,0.91
12,1:y,1:y,,0.99
13,1:y,1:y,,0.98
14,2:n,2:n,,0.87
15,1:y,2:n,+,0.92
16,2:n,2:n,,1
17,1:y,1:y,,0.89
18,1:y,1:y,,0.9
19,2:n,2:n,,0.77
20,1:y,1:y,,0.97
21,2:n,2:n,,1
22,1:y,1:y,,0.94
23,1:y,1:y,,1
24,2:n,2:n,,1
25,2:n,2:n,,0.99
26,2:n,2:n,,0.99
27,1:y,1:y,,0.98
28,2:n,2:n,,0.56
29,1:y,1:y,,0.99
30,2:n,2:n,,0.97
31,1:y,1:y,,1
32,1:y,1:y,,0.95
33,1:y,1:y,,0.96
34,2:n,2:n,,0.88
35,1:y,1:y,,0.9
36,2:n,2:n,,0.76
37,1:y,1:y,,0.92
38,1:y,1:y,,0.99
39,1:y,1:y,,0.99
40,1:y,1:y,,0.98
41,2:n,2:n,,0.97
42,1:y,1:y,,0.99
43,2:n,2:n,,0.99
44,2:n,2:n,,0.98
45,1:y,1:y,,0.97
46,1:y,1:y,,0.99
47,2:n,1:y,+,0.97
48,2:n,2:n,,1
49,1:y,1:y,,1
50,2:n,2:n,,1
51,1:y,1:y,,0.99
52,1:y,1:y,,0.96
53,2:n,1:y,+,0.95
54,1:y,1:y,,0.85
55,2:n,2:n,,0.99
56,1:y,1:y,,0.94
57,2:n,2:n,,0.99
58,2:n,2:n,,0.86
59,1:y,2:n,+,0.87
60,1:y,1:y,,0.99
61,2:n,2:n,,0.97
62,2:n,2:n,,0.98
63,1:y,1:y,,0.95
64,2:n,2:n,,1
65,1:y,1:y,,0.95
66,1:y,1:y,,0.92
67,1:y,1:y,,0.96
68,2:n,2:n,,0.98
69,1:y,1:y,,0.91
70,2:n,2:n,,1
71,1:y,1:y,,0.97
72,2:n,2:n,,1
73,1:y,1:y,,0.94
74,2:n,2:n,,1
75,2:n,2:n,,0.98
76,2:n,2:n,,0.86
77,2:n,2:n,,0.97
78,1:y,1:y,,0.99
79,1:y,1:y,,0.94
80,2:n,2:n,,0.98
81,1:y,1:y,,0.94
82,1:y,1:y,,0.61
83,1:y,1:y,,0.93
84,1:y,1:y,,0.95
85,1:y,1:y,,0.96
86,1:y,1:y,,0.94
