
inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.973
2,1:y,1:y,,0.9
3,1:y,1:y,,0.945
4,2:n,2:n,,0.691
5,2:n,2:n,,1
6,2:n,2:n,,0.936
7,2:n,2:n,,0.982
8,2:n,2:n,,0.982
9,2:n,2:n,,1
10,1:y,1:y,,0.918
11,2:n,2:n,,0.909
12,1:y,1:y,,0.991
13,1:y,1:y,,0.973
14,2:n,2:n,,0.855
15,1:y,2:n,+,0.918
16,2:n,2:n,,1
17,1:y,1:y,,0.9
18,1:y,1:y,,0.9
19,2:n,2:n,,0.773
20,1:y,1:y,,0.973
21,2:n,2:n,,1
22,1:y,1:y,,0.945
23,1:y,1:y,,1
24,2:n,2:n,,1
25,2:n,2:n,,0.991
26,2:n,2:n,,0.991
27,1:y,1:y,,0.982
28,2:n,2:n,,0.564
29,1:y,1:y,,0.982
30,2:n,2:n,,0.964
31,1:y,1:y,,0.991
32,1:y,1:y,,0.955
33,1:y,1:y,,0.964
34,2:n,2:n,,0.882
35,1:y,1:y,,0.891
36,2:n,2:n,,0.736
37,1:y,1:y,,0.918
38,1:y,1:y,,0.982
39,1:y,1:y,,0.982
40,1:y,1:y,,0.973
41,2:n,2:n,,0.955
42,1:y,1:y,,0.991
43,2:n,2:n,,0.982
44,2:n,2:n,,0.973
45,1:y,1:y,,0.973
46,1:y,1:y,,0.991
47,2:n,1:y,+,0.973
48,2:n,2:n,,0.982
49,1:y,1:y,,1
50,2:n,2:n,,1
51,1:y,1:y,,0.991
52,1:y,1:y,,0.964
53,2:n,1:y,+,0.955
54,1:y,1:y,,0.855
55,2:n,2:n,,0.991
56,1:y,1:y,,0.945
57,2:n,2:n,,0.991
58,2:n,2:n,,0.855
59,1:y,2:n,+,0.882
60,1:y,1:y,,0.991
61,2:n,2:n,,0.973
62,2:n,2:n,,0.982
63,1:y,1:y,,0.945
64,2:n,2:n,,1
65,1:y,1:y,,0.945
66,1:y,1:y,,0.927
67,1:y,1:y,,0.955
68,2:n,2:n,,0.982
69,1:y,1:y,,0.909
70,2:n,2:n,,1
71,1:y,1:y,,0.964
72,2:n,2:n,,1
73,1:y,1:y,,0.936
74,2:n,2:n,,1
75,2:n,2:n,,0.982
76,2:n,2:n,,0.855
77,2:n,2:n,,0.955
78,1:y,1:y,,0.991
79,1:y,1:y,,0.945
80,2:n,2:n,,0.982
81,1:y,1:y,,0.945
82,1:y,1:y,,0.591
83,1:y,1:y,,0.927
84,1:y,1:y,,0.955
85,1:y,1:y,,0.964
86,1:y,1:y,,0.945
87,1:y,2:n,+,0.927
88,2:n,2:n,,0.964
89,1:y,1:y,,0.945
90,2:n,2:n,,1
91,2:n,1:y,+,0.909
92,1:y,1:y,,0.982
93,1:y,1:y,,0.991
94,2:n,2:n,,0.976
95,2:n,2:n,,0.955
96,1:y,2:n,+,0.945
97,2:n,2:n,,0.791
98,2:n,2:n,,1
99,1:y,1:y,,0.964
100,1:y,1:y,,0.991
101,2:n,2:n,,0.964
102,2:n,2:n,,0.973
103,1:y,1:y,,0.964
104,2:n,2:n,,0.927
105,1:y,1:y,,1
106,2:n,2:n,,1
107,1:y,1:y,,0.845
108,2:n,2:n,,1
109,1:y,1:y,,0.945
110,2:n,2:n,,0.673
111,1:y,1:y,,1
112,2:n,2:n,,0.973
113,2:n,2:n,,0.982
114,2:n,2:n,,0.991
115,1:y,1:y,,0.882
116,2:n,1:y,+,0.927
