
inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.984
2,1:y,1:y,,0.926
3,1:y,1:y,,0.955
4,2:n,2:n,,0.629
5,2:n,2:n,,0.976
6,2:n,2:n,,0.941
7,2:n,2:n,,0.979
8,2:n,2:n,,0.981
9,2:n,2:n,,0.99
10,1:y,1:y,,0.939
11,2:n,2:n,,0.905
12,1:y,1:y,,0.981
13,1:y,1:y,,0.98
14,2:n,2:n,,0.86
15,1:y,2:n,+,0.9
16,2:n,2:n,,0.995
17,1:y,1:y,,0.939
18,1:y,1:y,,0.895
19,2:n,2:n,,0.749
20,1:y,1:y,,0.964
21,2:n,2:n,,0.993
22,1:y,1:y,,0.944
23,1:y,1:y,,0.985
24,2:n,2:n,,0.995
25,2:n,2:n,,0.991
26,2:n,2:n,,0.99
27,1:y,1:y,,0.986
28,2:n,2:n,,0.591
29,1:y,1:y,,0.969
30,2:n,2:n,,0.969
31,1:y,1:y,,0.984
32,1:y,1:y,,0.971
33,1:y,1:y,,0.975
34,2:n,2:n,,0.853
35,1:y,1:y,,0.924
36,2:n,2:n,,0.734
37,1:y,1:y,,0.968
38,1:y,1:y,,0.981
39,1:y,1:y,,0.983
40,1:y,1:y,,0.991
41,2:n,2:n,,0.975
42,1:y,1:y,,0.989
43,2:n,2:n,,0.98
44,2:n,2:n,,0.986
45,1:y,1:y,,0.945
46,1:y,1:y,,0.993
47,2:n,1:y,+,0.964
48,2:n,2:n,,0.986
49,1:y,1:y,,0.999
50,2:n,2:n,,0.998
51,1:y,1:y,,0.993
52,1:y,1:y,,0.948
53,2:n,1:y,+,0.97
54,1:y,1:y,,0.87
55,2:n,2:n,,0.988
56,1:y,1:y,,0.961
57,2:n,2:n,,0.983
58,2:n,2:n,,0.858
59,1:y,2:n,+,0.889
60,1:y,1:y,,0.974
61,2:n,2:n,,0.974
62,2:n,2:n,,0.986
63,1:y,1:y,,0.969
64,2:n,2:n,,0.988
65,1:y,1:y,,0.949
66,1:y,1:y,,0.944
67,1:y,1:y,,0.959
68,2:n,2:n,,0.991
69,1:y,1:y,,0.941
70,2:n,2:n,,0.994
71,1:y,1:y,,0.96
72,2:n,2:n,,0.999
73,1:y,1:y,,0.941
74,2:n,2:n,,0.999
75,2:n,2:n,,0.968
76,2:n,2:n,,0.87
77,2:n,2:n,,0.978
78,1:y,1:y,,0.989
79,1:y,1:y,,0.956
80,2:n,2:n,,0.981
81,1:y,1:y,,0.963
82,1:y,1:y,,0.594
83,1:y,1:y,,0.886
84,1:y,1:y,,0.946
85,1:y,1:y,,0.945
86,1:y,1:y,,0.964
87,1:y,2:n,+,0.953
88,2:n,2:n,,0.973
89,1:y,1:y,,0.968
90,2:n,2:n,,0.995
91,2:n,1:y,+,0.914
92,1:y,1:y,,0.983
93,1:y,1:y,,0.983
94,2:n,2:n,,0.992
95,2:n,2:n,,0.979
96,1:y,2:n,+,0.92
97,2:n,2:n,,0.828
98,2:n,2:n,,0.998
99,1:y,1:y,,0.948
100,1:y,1:y,,0.986
101,2:n,2:n,,0.978
102,2:n,2:n,,0.976
103,1:y,1:y,,0.961
104,2:n,2:n,,0.882
105,1:y,1:y,,0.999
106,2:n,2:n,,1
107,1:y,1:y,,0.879
108,2:n,2:n,,0.994
109,1:y,1:y,,0.944
110,2:n,2:n,,0.718
111,1:y,1:y,,0.99
112,2:n,2:n,,0.974
113,2:n,2:n,,0.979
114,2:n,2:n,,0.99
115,1:y,1:y,,0.921
116,2:n,1:y,+,0.902
117,1:y,1:y,,0.948
118,2:n,2:n,,0.999
119,2:n,2:n,,0.955
120,2:n,2:n,,0.994
121,2:n,2:n,,0.989
122,2:n,2:n,,0.958
123,2:n,2:n,,0.988
124,1:y,1:y,,0.966
125,2:n,2:n,,0.954
126,2:n,1:y,+,0.87
127,2:n,2:n,,0.974
128,2:n,2:n,,0.964
129,2:n,2:n,,0.978
130,2:n,2:n,,0.915
131,1:y,1:y,,0.996
132,1:y,1:y,,0.895
133,1:y,1:y,,0.89
134,1:y,1:y,,0.916
135,2:n,2:n,,0.931
136,1:y,1:y,,0.989
137,2:n,2:n,,0.983
138,2:n,2:n,,0.963
139,1:y,1:y,,0.981
140,1:y,1:y,,0.985
141,2:n,2:n,,0.985
142,1:y,1:y,,0.979
143,2:n,2:n,,0.748
144,1:y,1:y,,0.8
145,1:y,1:y,,0.93
146,2:n,2:n,,0.989
147,1:y,1:y,,0.953
148,1:y,2:n,+,0.524
149,2:n,2:n,,0.961
150,1:y,1:y,,0.829
151,2:n,2:n,,0.991
152,2:n,1:y,+,0.948
153,2:n,2:n,,0.979
154,2:n,2:n,,0.996
155,2:n,2:n,,0.901
156,1:y,1:y,,0.986
157,1:y,2:n,+,0.949
158,1:y,1:y,,0.986
159,1:y,1:y,,0.955
160,1:y,1:y,,0.93
161,2:n,2:n,,0.994
162,1:y,1:y,,0.995
163,2:n,2:n,,0.986
164,1:y,1:y,,0.983
165,1:y,1:y,,0.988
166,1:y,1:y,,0.943
167,2:n,2:n,,0.97
168,1:y,1:y,,0.99
169,1:y,1:y,,0.949
170,2:n,2:n,,0.97
171,1:y,1:y,,0.909
172,2:n,1:y,+,0.909
173,2:n,2:n,,0.974
174,1:y,1:y,,0.981
175,1:y,1:y,,0.955
176,1:y,1:y,,0.99
177,2:n,2:n,,0.925
178,1:y,1:y,,0.978
179,2:n,2:n,,0.751
180,2:n,2:n,,0.9
181,1:y,1:y,,0.989
182,1:y,1:y,,0.964
183,1:y,1:y,,0.961
184,2:n,2:n,,0.996
185,1:y,1:y,,0.917
186,1:y,1:y,,0.985
187,2:n,2:n,,0.984
188,1:y,1:y,,0.993
189,2:n,2:n,,0.988
190,1:y,1:y,,0.975
191,2:n,2:n,,0.974
192,2:n,2:n,,0.971
193,1:y,1:y,,0.989
194,2:n,2:n,,0.92
195,1:y,1:y,,0.824
196,1:y,1:y,,0.9
197,1:y,1:y,,0.948
198,2:n,2:n,,0.953
199,2:n,2:n,,0.985
200,1:y,1:y,,0.993
201,2:n,2:n,,0.995
202,2:n,2:n,,0.986
203,2:n,2:n,,0.993
204,1:y,1:y,,0.939
205,2:n,2:n,,0.781
206,1:y,1:y,,0.986
207,1:y,1:y,,0.975
208,1:y,1:y,,0.889
209,2:n,2:n,,0.996
210,1:y,1:y,,0.954
211,1:y,1:y,,0.98
212,2:n,2:n,,0.994
213,1:y,2:n,+,0.667
214,1:y,1:y,,0.999
215,2:n,2:n,,0.764
216,1:y,1:y,,0.945
217,1:y,1:y,,0.941
218,1:y,1:y,,0.929
219,2:n,2:n,,0.996
220,2:n,2:n,,0.994
