
inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.98
2,1:y,1:y,,0.937
3,1:y,1:y,,0.967
4,2:n,2:n,,0.653
5,2:n,2:n,,0.99
6,2:n,2:n,,0.95
7,2:n,2:n,,0.983
8,2:n,2:n,,0.987
9,2:n,2:n,,0.99
10,1:y,1:y,,0.937
11,2:n,2:n,,0.897
12,1:y,1:y,,0.983
13,1:y,1:y,,0.98
14,2:n,2:n,,0.87
15,1:y,2:n,+,0.917
16,2:n,2:n,,1
17,1:y,1:y,,0.93
18,1:y,1:y,,0.907
19,2:n,2:n,,0.78
20,1:y,1:y,,0.967
21,2:n,2:n,,0.997
22,1:y,1:y,,0.943
23,1:y,1:y,,0.993
24,2:n,2:n,,0.997
25,2:n,2:n,,0.99
26,2:n,2:n,,0.99
27,1:y,1:y,,0.98
28,2:n,2:n,,0.563
29,1:y,1:y,,0.973
30,2:n,2:n,,0.973
31,1:y,1:y,,0.983
32,1:y,1:y,,0.967
33,1:y,1:y,,0.977
34,2:n,2:n,,0.86
35,1:y,1:y,,0.923
36,2:n,2:n,,0.757
37,1:y,1:y,,0.957
38,1:y,1:y,,0.977
39,1:y,1:y,,0.983
40,1:y,1:y,,0.987
41,2:n,2:n,,0.967
42,1:y,1:y,,0.983
43,2:n,2:n,,0.99
44,2:n,2:n,,0.987
45,1:y,1:y,,0.947
46,1:y,1:y,,0.99
47,2:n,1:y,+,0.953
48,2:n,2:n,,0.983
49,1:y,1:y,,1
50,2:n,2:n,,1
51,1:y,1:y,,0.993
52,1:y,1:y,,0.967
53,2:n,1:y,+,0.963
54,1:y,1:y,,0.887
55,2:n,2:n,,0.993
56,1:y,1:y,,0.95
57,2:n,2:n,,0.993
58,2:n,2:n,,0.85
59,1:y,2:n,+,0.896
60,1:y,1:y,,0.967
61,2:n,2:n,,0.97
62,2:n,2:n,,0.987
63,1:y,1:y,,0.97
64,2:n,2:n,,0.987
65,1:y,1:y,,0.947
66,1:y,1:y,,0.94
67,1:y,1:y,,0.943
68,2:n,2:n,,0.99
69,1:y,1:y,,0.93
70,2:n,2:n,,0.997
71,1:y,1:y,,0.957
72,2:n,2:n,,1
73,1:y,1:y,,0.95
74,2:n,2:n,,1
75,2:n,2:n,,0.973
76,2:n,2:n,,0.863
77,2:n,2:n,,0.97
78,1:y,1:y,,0.997
79,1:y,1:y,,0.947
80,2:n,2:n,,0.983
81,1:y,1:y,,0.953
82,1:y,1:y,,0.577
83,1:y,1:y,,0.9
84,1:y,1:y,,0.947
85,1:y,1:y,,0.95
86,1:y,1:y,,0.953
87,1:y,2:n,+,0.957
88,2:n,2:n,,0.963
89,1:y,1:y,,0.957
90,2:n,2:n,,1
91,2:n,1:y,+,0.93
92,1:y,1:y,,0.983
93,1:y,1:y,,0.99
94,2:n,2:n,,0.991
95,2:n,2:n,,0.973
96,1:y,2:n,+,0.91
97,2:n,2:n,,0.797
98,2:n,2:n,,0.997
99,1:y,1:y,,0.95
100,1:y,1:y,,0.99
101,2:n,2:n,,0.977
102,2:n,2:n,,0.977
103,1:y,1:y,,0.957
104,2:n,2:n,,0.913
105,1:y,1:y,,0.997
106,2:n,2:n,,1
107,1:y,1:y,,0.86
108,2:n,2:n,,0.997
109,1:y,1:y,,0.927
110,2:n,2:n,,0.687
111,1:y,1:y,,0.99
112,2:n,2:n,,0.973
113,2:n,2:n,,0.977
114,2:n,2:n,,0.987
115,1:y,1:y,,0.92
116,2:n,1:y,+,0.927
117,1:y,1:y,,0.943
118,2:n,2:n,,1
119,2:n,2:n,,0.95
120,2:n,2:n,,0.993
121,2:n,2:n,,0.983
122,2:n,2:n,,0.97
123,2:n,2:n,,0.987
124,1:y,1:y,,0.967
125,2:n,2:n,,0.97
126,2:n,1:y,+,0.873
127,2:n,2:n,,0.977
128,2:n,2:n,,0.953
129,2:n,2:n,,0.98
130,2:n,2:n,,0.93
131,1:y,1:y,,0.997
132,1:y,1:y,,0.877
133,1:y,1:y,,0.897
134,1:y,1:y,,0.927
135,2:n,2:n,,0.93
136,1:y,1:y,,0.987
137,2:n,2:n,,0.99
138,2:n,2:n,,0.97
139,1:y,1:y,,0.993
140,1:y,1:y,,0.99
141,2:n,2:n,,0.987
142,1:y,1:y,,0.973
143,2:n,2:n,,0.727
144,1:y,1:y,,0.777
145,1:y,1:y,,0.903
146,2:n,2:n,,0.983
147,1:y,1:y,,0.967
148,1:y,1:y,,0.523
149,2:n,2:n,,0.95
150,1:y,1:y,,0.813
151,2:n,2:n,,0.987
152,2:n,1:y,+,0.92
153,2:n,2:n,,0.977
154,2:n,2:n,,1
155,2:n,2:n,,0.927
156,1:y,1:y,,0.987
157,1:y,2:n,+,0.957
158,1:y,1:y,,0.987
159,1:y,1:y,,0.96
160,1:y,1:y,,0.94
161,2:n,2:n,,0.993
162,1:y,1:y,,0.993
163,2:n,2:n,,0.997
164,1:y,1:y,,0.99
165,1:y,1:y,,0.98
166,1:y,1:y,,0.933
167,2:n,2:n,,0.98
