
inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.975
2,1:y,1:y,,0.925
3,1:y,1:y,,0.925
4,2:n,2:n,,0.713
5,2:n,2:n,,1
6,2:n,2:n,,0.925
7,2:n,2:n,,0.988
8,2:n,2:n,,0.988
9,2:n,2:n,,1
10,1:y,1:y,,0.938
11,2:n,2:n,,0.912
12,1:y,1:y,,0.988
13,1:y,1:y,,0.975
14,2:n,2:n,,0.875
15,1:y,2:n,+,0.912
16,2:n,2:n,,1
17,1:y,1:y,,0.887
18,1:y,1:y,,0.9
19,2:n,2:n,,0.762
20,1:y,1:y,,0.963
21,2:n,2:n,,1
22,1:y,1:y,,0.925
23,1:y,1:y,,1
24,2:n,2:n,,1
25,2:n,2:n,,1
26,2:n,2:n,,0.988
27,1:y,1:y,,0.988
28,2:n,2:n,,0.588
29,1:y,1:y,,0.988
30,2:n,2:n,,0.975
31,1:y,1:y,,1
32,1:y,1:y,,0.963
33,1:y,1:y,,0.95
34,2:n,2:n,,0.887
35,1:y,1:y,,0.925
36,2:n,2:n,,0.75
37,1:y,1:y,,0.925
38,1:y,1:y,,0.988
39,1:y,1:y,,0.988
40,1:y,1:y,,0.975
41,2:n,2:n,,0.963
42,1:y,1:y,,0.988
43,2:n,2:n,,0.988
44,2:n,2:n,,0.975
45,1:y,1:y,,0.963
46,1:y,1:y,,0.988
47,2:n,1:y,+,0.963
48,2:n,2:n,,1
49,1:y,1:y,,1
50,2:n,2:n,,1
51,1:y,1:y,,0.988
52,1:y,1:y,,0.95
53,2:n,1:y,+,0.938
54,1:y,1:y,,0.85
55,2:n,2:n,,0.988
56,1:y,1:y,,0.938
57,2:n,2:n,,0.988
58,2:n,2:n,,0.863
59,1:y,2:n,+,0.85
60,1:y,1:y,,0.988
61,2:n,2:n,,0.975
62,2:n,2:n,,0.975
63,1:y,1:y,,0.938
64,2:n,2:n,,1
65,1:y,1:y,,0.963
66,1:y,1:y,,0.938
67,1:y,1:y,,0.963
68,2:n,2:n,,0.975
69,1:y,1:y,,0.912
70,2:n,2:n,,1
71,1:y,1:y,,0.975
72,2:n,2:n,,1
73,1:y,1:y,,0.95
74,2:n,2:n,,1
75,2:n,2:n,,0.988
76,2:n,2:n,,0.875
77,2:n,2:n,,0.975
78,1:y,1:y,,1
79,1:y,1:y,,0.95
80,2:n,2:n,,0.975
81,1:y,1:y,,0.938
82,1:y,1:y,,0.563
83,1:y,1:y,,0.912
84,1:y,1:y,,0.95
85,1:y,1:y,,0.963
86,1:y,1:y,,0.938
87,1:y,2:n,+,0.925
88,2:n,2:n,,0.975
89,1:y,1:y,,0.938
90,2:n,2:n,,1
91,2:n,1:y,+,0.912
92,1:y,1:y,,0.988
93,1:y,1:y,,1
94,2:n,2:n,,0.979
95,2:n,2:n,,0.938
96,1:y,2:n,+,0.925
97,2:n,2:n,,0.813
98,2:n,2:n,,1
99,1:y,1:y,,0.975
100,1:y,1:y,,1
101,2:n,2:n,,0.95
102,2:n,2:n,,0.975
103,1:y,1:y,,0.975
104,2:n,2:n,,0.9
105,1:y,1:y,,1
106,2:n,2:n,,1
107,1:y,1:y,,0.838
108,2:n,2:n,,1
109,1:y,1:y,,0.95
110,2:n,2:n,,0.675
111,1:y,1:y,,1
112,2:n,2:n,,0.963
113,2:n,2:n,,0.975
114,2:n,2:n,,0.988
115,1:y,1:y,,0.875
116,2:n,1:y,+,0.912
117,1:y,1:y,,0.912
118,2:n,2:n,,1
119,2:n,2:n,,0.925
120,2:n,2:n,,0.988
121,2:n,2:n,,0.963
122,2:n,2:n,,0.975
123,2:n,2:n,,0.988
124,1:y,1:y,,0.95
125,2:n,2:n,,0.988
126,2:n,1:y,+,0.925
127,2:n,2:n,,0.963
128,2:n,2:n,,0.975
129,2:n,2:n,,0.988
130,2:n,2:n,,0.925
131,1:y,1:y,,1
132,1:y,1:y,,0.9
133,1:y,1:y,,0.887
134,1:y,1:y,,0.912
135,2:n,2:n,,0.9
136,1:y,1:y,,1
137,2:n,2:n,,1
138,2:n,2:n,,0.963
139,1:y,1:y,,0.988
140,1:y,1:y,,1
141,2:n,2:n,,1
142,1:y,1:y,,0.95
143,2:n,2:n,,0.688
144,1:y,1:y,,0.738
145,1:y,1:y,,0.9
146,2:n,2:n,,0.988
147,1:y,1:y,,0.975
148,1:y,1:y,,0.6
149,2:n,2:n,,0.975
150,1:y,1:y,,0.85
151,2:n,2:n,,1
152,2:n,1:y,+,0.9
153,2:n,2:n,,0.938
154,2:n,2:n,,1
155,2:n,2:n,,0.925
156,1:y,1:y,,1
157,1:y,2:n,+,0.975
158,1:y,1:y,,0.988
159,1:y,1:y,,0.938
160,1:y,1:y,,0.912
161,2:n,2:n,,1
162,1:y,1:y,,1
163,2:n,2:n,,1
164,1:y,1:y,,0.988
165,1:y,1:y,,0.988
166,1:y,1:y,,0.95
167,2:n,2:n,,0.988
168,1:y,1:y,,1
169,1:y,1:y,,0.938
170,2:n,2:n,,0.938
171,1:y,1:y,,0.838
172,2:n,1:y,+,0.925
173,2:n,2:n,,0.975
174,1:y,1:y,,1
175,1:y,1:y,,0.963
176,1:y,1:y,,0.988
177,2:n,2:n,,0.95
178,1:y,1:y,,0.975
179,2:n,2:n,,0.787
180,2:n,2:n,,0.925
181,1:y,1:y,,0.975
182,1:y,1:y,,0.963
183,1:y,1:y,,0.963
184,2:n,2:n,,0.988
185,1:y,1:y,,0.875
186,1:y,1:y,,0.988
187,2:n,2:n,,0.975
188,1:y,1:y,,1
189,2:n,2:n,,0.988
190,1:y,1:y,,0.988
191,2:n,2:n,,0.95
192,2:n,2:n,,0.975
193,1:y,1:y,,0.988
194,2:n,2:n,,0.925
195,1:y,1:y,,0.813
196,1:y,1:y,,0.912
197,1:y,1:y,,0.975
198,2:n,2:n,,0.95
199,2:n,2:n,,1
200,1:y,1:y,,1
201,2:n,2:n,,1
202,2:n,2:n,,0.988
203,2:n,2:n,,1
204,1:y,1:y,,0.95
205,2:n,2:n,,0.85
206,1:y,1:y,,1
207,1:y,1:y,,0.975
208,1:y,1:y,,0.912
209,2:n,2:n,,1
210,1:y,1:y,,0.95
211,1:y,1:y,,0.988
212,2:n,2:n,,1
213,1:y,2:n,+,0.637
214,1:y,1:y,,1
215,2:n,2:n,,0.8
216,1:y,1:y,,0.963
217,1:y,1:y,,0.925
218,1:y,1:y,,0.963
219,2:n,2:n,,1
220,2:n,2:n,,0.988
221,2:n,2:n,,0.988
222,1:y,1:y,,0.912
223,2:n,2:n,,0.988
224,2:n,2:n,,1
225,1:y,1:y,,0.875
226,1:y,1:y,,0.813
