
inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.96
2,1:y,1:y,,0.915
3,1:y,1:y,,0.945
4,2:n,1:y,+,0.815
5,2:n,2:n,,0.99
6,2:n,1:y,+,0.809
7,2:n,2:n,,0.99
8,2:n,1:y,+,0.717
9,2:n,2:n,,0.675
10,1:y,1:y,,0.79
11,2:n,2:n,,0.859
12,1:y,1:y,,0.681
13,1:y,1:y,,0.875
14,2:n,1:y,+,0.9
15,1:y,2:n,+,0.955
16,2:n,2:n,,0.733
17,1:y,1:y,,0.718
18,1:y,1:y,,0.74
19,2:n,2:n,,0.96
20,1:y,1:y,,0.755
21,2:n,2:n,,0.99
22,1:y,1:y,,0.775
23,1:y,1:y,,0.97
24,2:n,2:n,,0.677
25,2:n,1:y,+,0.735
26,2:n,2:n,,0.925
27,1:y,1:y,,0.94
28,2:n,2:n,,0.91
29,1:y,1:y,,0.918
30,2:n,2:n,,0.96
31,1:y,1:y,,0.955
32,1:y,1:y,,0.925
33,1:y,1:y,,0.935
34,2:n,2:n,,0.9
35,1:y,1:y,,0.79
36,2:n,2:n,,0.93
37,1:y,1:y,,0.685
38,1:y,1:y,,0.729
39,1:y,1:y,,0.925
40,1:y,1:y,,0.584
41,2:n,2:n,,1
42,1:y,1:y,,0.925
43,2:n,2:n,,0.99
44,2:n,2:n,,0.775
45,1:y,1:y,,0.91
46,1:y,1:y,,0.995
47,2:n,1:y,+,0.89
48,2:n,2:n,,0.96
49,1:y,1:y,,0.95
50,2:n,2:n,,0.908
51,1:y,1:y,,0.93
52,1:y,1:y,,0.633
53,2:n,1:y,+,0.985
54,1:y,1:y,,0.806
55,2:n,2:n,,0.995
56,1:y,1:y,,0.826
57,2:n,2:n,,0.999
58,2:n,2:n,,0.875
59,1:y,2:n,+,0.882
60,1:y,1:y,,0.94
61,2:n,1:y,+,0.685
62,2:n,2:n,,0.992
63,1:y,1:y,,0.935
64,2:n,1:y,+,0.519
65,1:y,1:y,,0.87
66,1:y,1:y,,0.771
67,1:y,1:y,,0.875
68,2:n,2:n,,0.707
69,1:y,1:y,,0.775
70,2:n,2:n,,0.93
71,1:y,1:y,,0.695
72,2:n,2:n,,0.99
73,1:y,1:y,,0.909
74,2:n,2:n,,0.922
75,2:n,2:n,,0.945
76,2:n,2:n,,0.74
77,2:n,2:n,,1
78,1:y,1:y,,0.92
79,1:y,1:y,,0.552
80,2:n,2:n,,0.995
81,1:y,1:y,,0.88
82,1:y,2:n,+,0.527
83,1:y,1:y,,0.845
84,1:y,1:y,,0.77
85,1:y,1:y,,0.965
86,1:y,1:y,,0.63
87,1:y,1:y,,0.79
88,2:n,2:n,,0.985
89,1:y,1:y,,0.745
90,2:n,2:n,,0.89
91,2:n,1:y,+,0.676
92,1:y,1:y,,0.965
93,1:y,1:y,,0.915
94,2:n,2:n,,0.985
95,2:n,1:y,+,0.644
96,1:y,1:y,,0.895
97,2:n,2:n,,0.99
98,2:n,1:y,+,0.525
99,1:y,1:y,,0.729
100,1:y,1:y,,0.885
101,2:n,2:n,,0.97
102,2:n,2:n,,0.995
103,1:y,1:y,,0.83
104,2:n,2:n,,0.93
105,1:y,1:y,,0.99
106,2:n,2:n,,1
107,1:y,1:y,,0.638
108,2:n,2:n,,0.985
109,1:y,1:y,,0.855
110,2:n,2:n,,0.88
111,1:y,1:y,,0.965
112,2:n,2:n,,0.965
113,2:n,2:n,,0.99
114,2:n,2:n,,0.95
115,1:y,1:y,,0.96
116,2:n,2:n,,0.559
117,1:y,1:y,,0.773
118,2:n,2:n,,0.96
119,2:n,2:n,,0.995
120,2:n,1:y,+,0.612
121,2:n,1:y,+,0.86
122,2:n,1:y,+,0.99
123,2:n,2:n,,0.99
124,1:y,1:y,,0.8
125,2:n,2:n,,0.917
126,2:n,1:y,+,0.61
127,2:n,2:n,,0.975
128,2:n,2:n,,0.995
129,2:n,2:n,,0.995
130,2:n,2:n,,0.945
131,1:y,1:y,,0.99
132,1:y,1:y,,0.656
133,1:y,1:y,,0.826
134,1:y,1:y,,0.625
135,2:n,2:n,,0.96
136,1:y,1:y,,0.869
137,2:n,2:n,,0.98
138,2:n,2:n,,0.98
139,1:y,1:y,,0.98
140,1:y,1:y,,0.935
141,2:n,2:n,,0.98
