
inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.955
2,1:y,1:y,,0.895
3,1:y,1:y,,0.959
4,2:n,1:y,+,0.828
5,2:n,2:n,,0.988
6,2:n,1:y,+,0.803
7,2:n,2:n,,0.993
8,2:n,1:y,+,0.673
9,2:n,2:n,,0.662
10,1:y,1:y,,0.782
11,2:n,2:n,,0.865
12,1:y,1:y,,0.685
13,1:y,1:y,,0.858
14,2:n,1:y,+,0.9
15,1:y,2:n,+,0.943
16,2:n,2:n,,0.734
17,1:y,1:y,,0.754
18,1:y,1:y,,0.752
19,2:n,2:n,,0.948
20,1:y,1:y,,0.72
21,2:n,2:n,,0.991
22,1:y,1:y,,0.774
23,1:y,1:y,,0.97
24,2:n,2:n,,0.699
25,2:n,1:y,+,0.681
26,2:n,2:n,,0.917
27,1:y,1:y,,0.95
28,2:n,2:n,,0.907
29,1:y,1:y,,0.91
30,2:n,2:n,,0.963
31,1:y,1:y,,0.963
32,1:y,1:y,,0.935
33,1:y,1:y,,0.935
34,2:n,2:n,,0.898
35,1:y,1:y,,0.805
36,2:n,2:n,,0.95
37,1:y,1:y,,0.688
38,1:y,1:y,,0.745
39,1:y,1:y,,0.942
40,1:y,1:y,,0.604
41,2:n,2:n,,0.998
42,1:y,1:y,,0.922
43,2:n,2:n,,0.99
44,2:n,2:n,,0.767
45,1:y,1:y,,0.885
46,1:y,1:y,,0.99
47,2:n,1:y,+,0.913
48,2:n,2:n,,0.965
49,1:y,1:y,,0.94
50,2:n,2:n,,0.922
51,1:y,1:y,,0.95
52,1:y,1:y,,0.638
53,2:n,1:y,+,0.988
54,1:y,1:y,,0.826
55,2:n,2:n,,0.995
56,1:y,1:y,,0.796
57,2:n,2:n,,0.997
58,2:n,2:n,,0.875
59,1:y,2:n,+,0.901
60,1:y,1:y,,0.955
61,2:n,1:y,+,0.727
62,2:n,2:n,,0.991
63,1:y,1:y,,0.925
64,2:n,2:n,,0.511
65,1:y,1:y,,0.867
66,1:y,1:y,,0.782
67,1:y,1:y,,0.867
68,2:n,2:n,,0.686
69,1:y,1:y,,0.778
70,2:n,2:n,,0.91
71,1:y,1:y,,0.687
72,2:n,2:n,,0.979
73,1:y,1:y,,0.895
74,2:n,2:n,,0.928
75,2:n,2:n,,0.945
76,2:n,2:n,,0.7
77,2:n,2:n,,1
