
inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.96
2,1:y,1:y,,0.894
3,1:y,1:y,,0.949
4,2:n,1:y,+,0.844
5,2:n,2:n,,0.988
6,2:n,1:y,+,0.793
7,2:n,2:n,,0.996
8,2:n,1:y,+,0.646
9,2:n,2:n,,0.681
10,1:y,1:y,,0.805
11,2:n,2:n,,0.863
12,1:y,1:y,,0.676
13,1:y,1:y,,0.851
14,2:n,1:y,+,0.908
15,1:y,2:n,+,0.933
16,2:n,2:n,,0.727
17,1:y,1:y,,0.782
18,1:y,1:y,,0.781
19,2:n,2:n,,0.941
20,1:y,1:y,,0.739
21,2:n,2:n,,0.988
22,1:y,1:y,,0.763
23,1:y,1:y,,0.966
24,2:n,2:n,,0.697
25,2:n,1:y,+,0.681
26,2:n,2:n,,0.926
27,1:y,1:y,,0.937
28,2:n,2:n,,0.891
29,1:y,1:y,,0.896
30,2:n,2:n,,0.962
31,1:y,1:y,,0.976
32,1:y,1:y,,0.913
33,1:y,1:y,,0.951
34,2:n,2:n,,0.887
35,1:y,1:y,,0.784
36,2:n,2:n,,0.964
37,1:y,1:y,,0.698
38,1:y,1:y,,0.757
39,1:y,1:y,,0.946
40,1:y,1:y,,0.6
41,2:n,2:n,,0.996
42,1:y,1:y,,0.92
43,2:n,2:n,,0.991
44,2:n,2:n,,0.748
45,1:y,1:y,,0.906
46,1:y,1:y,,0.991
47,2:n,1:y,+,0.928
48,2:n,2:n,,0.97
49,1:y,1:y,,0.941
50,2:n,2:n,,0.891
51,1:y,1:y,,0.962
52,1:y,1:y,,0.625
53,2:n,1:y,+,0.984
54,1:y,1:y,,0.845
55,2:n,2:n,,0.994
56,1:y,1:y,,0.825
57,2:n,2:n,,0.996
58,2:n,2:n,,0.863
59,1:y,2:n,+,0.902
60,1:y,1:y,,0.958
61,2:n,1:y,+,0.753
62,2:n,2:n,,0.992
63,1:y,1:y,,0.921
64,2:n,1:y,+,0.504
65,1:y,1:y,,0.846
66,1:y,1:y,,0.796
67,1:y,1:y,,0.884
68,2:n,2:n,,0.717
69,1:y,1:y,,0.799
70,2:n,2:n,,0.911
71,1:y,1:y,,0.706
72,2:n,2:n,,0.975
73,1:y,1:y,,0.884
74,2:n,2:n,,0.929
75,2:n,2:n,,0.946
76,2:n,2:n,,0.702
77,2:n,2:n,,0.999
78,1:y,1:y,,0.945
79,1:y,1:y,,0.567
80,2:n,2:n,,0.996
81,1:y,1:y,,0.902
82,1:y,2:n,+,0.528
83,1:y,1:y,,0.842
84,1:y,1:y,,0.745
85,1:y,1:y,,0.967
86,1:y,1:y,,0.605
87,1:y,1:y,,0.774
88,2:n,2:n,,0.988
89,1:y,1:y,,0.726
90,2:n,2:n,,0.857
91,2:n,1:y,+,0.624
92,1:y,1:y,,0.946
93,1:y,1:y,,0.907
94,2:n,2:n,,0.982
95,2:n,1:y,+,0.584
96,1:y,1:y,,0.917
97,2:n,2:n,,0.993
98,2:n,1:y,+,0.531
99,1:y,1:y,,0.708
100,1:y,1:y,,0.849
101,2:n,2:n,,0.981
102,2:n,2:n,,0.991
103,1:y,1:y,,0.833
104,2:n,2:n,,0.921
105,1:y,1:y,,0.996
106,2:n,2:n,,1
107,1:y,1:y,,0.673
108,2:n,2:n,,0.972
109,1:y,1:y,,0.841
110,2:n,2:n,,0.871
111,1:y,1:y,,0.966
112,2:n,2:n,,0.973
113,2:n,2:n,,0.989
114,2:n,2:n,,0.969
115,1:y,1:y,,0.935
116,2:n,2:n,,0.579
117,1:y,1:y,,0.786
118,2:n,2:n,,0.942
119,2:n,2:n,,0.979
120,2:n,1:y,+,0.549
121,2:n,1:y,+,0.883
122,2:n,1:y,+,0.977
123,2:n,2:n,,0.998
124,1:y,1:y,,0.78
125,2:n,2:n,,0.944
126,2:n,1:y,+,0.628
127,2:n,2:n,,0.986
128,2:n,2:n,,0.996
129,2:n,2:n,,0.993
130,2:n,2:n,,0.941
131,1:y,1:y,,0.982
132,1:y,1:y,,0.691
133,1:y,1:y,,0.8
134,1:y,1:y,,0.644
135,2:n,2:n,,0.949
136,1:y,1:y,,0.865
137,2:n,2:n,,0.982
138,2:n,2:n,,0.974
139,1:y,1:y,,0.982
140,1:y,1:y,,0.939
141,2:n,2:n,,0.99
142,1:y,1:y,,0.92
143,2:n,2:n,,0.953
144,1:y,1:y,,0.934
145,1:y,1:y,,0.772
146,2:n,1:y,+,0.514
147,1:y,1:y,,0.79
148,1:y,2:n,+,0.7
149,2:n,2:n,,0.93
150,1:y,1:y,,0.739
151,2:n,2:n,,0.518
152,2:n,1:y,+,0.842
153,2:n,1:y,+,0.561
154,2:n,2:n,,0.949
155,2:n,1:y,+,0.736
156,1:y,1:y,,0.982
157,1:y,2:n,+,0.966
158,1:y,1:y,,0.977
159,1:y,1:y,,0.952
160,1:y,1:y,,0.88
161,2:n,2:n,,0.967
162,1:y,1:y,,0.996
163,2:n,2:n,,0.991
164,1:y,1:y,,0.951
165,1:y,1:y,,0.868
166,1:y,1:y,,0.823
167,2:n,1:y,+,0.903
168,1:y,1:y,,0.98
169,1:y,1:y,,0.692
170,2:n,2:n,,0.872
171,1:y,1:y,,0.697
172,2:n,1:y,+,0.792
173,2:n,1:y,+,0.691
174,1:y,1:y,,0.934
175,1:y,1:y,,0.937
176,1:y,1:y,,0.941
177,2:n,2:n,,0.916
178,1:y,1:y,,0.769
179,2:n,2:n,,0.934
180,2:n,2:n,,0.867
181,1:y,1:y,,0.884
182,1:y,1:y,,0.769
183,1:y,1:y,,0.901
184,2:n,2:n,,0.926
185,1:y,1:y,,0.569
186,1:y,1:y,,0.903
187,2:n,1:y,+,0.823
188,1:y,1:y,,0.951
189,2:n,2:n,,0.989
190,1:y,1:y,,0.959
191,2:n,2:n,,0.992
192,2:n,2:n,,0.991
193,1:y,1:y,,0.909
194,2:n,2:n,,0.918
195,1:y,1:y,,0.819
196,1:y,2:n,+,0.504
197,1:y,1:y,,0.893
198,2:n,1:y,+,0.861
199,2:n,2:n,,0.827
200,1:y,1:y,,0.996
201,2:n,2:n,,0.569
202,2:n,2:n,,0.991
