
inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.964
2,1:y,1:y,,0.889
3,1:y,1:y,,0.954
4,2:n,1:y,+,0.837
5,2:n,2:n,,0.987
6,2:n,1:y,+,0.797
7,2:n,2:n,,0.996
8,2:n,1:y,+,0.647
9,2:n,2:n,,0.667
10,1:y,1:y,,0.808
11,2:n,2:n,,0.864
12,1:y,1:y,,0.678
13,1:y,1:y,,0.847
14,2:n,1:y,+,0.909
15,1:y,2:n,+,0.937
16,2:n,2:n,,0.719
17,1:y,1:y,,0.782
18,1:y,1:y,,0.781
19,2:n,2:n,,0.949
20,1:y,1:y,,0.737
21,2:n,2:n,,0.989
22,1:y,1:y,,0.765
23,1:y,1:y,,0.961
24,2:n,2:n,,0.69
25,2:n,1:y,+,0.683
26,2:n,2:n,,0.923
27,1:y,1:y,,0.931
28,2:n,2:n,,0.892
29,1:y,1:y,,0.892
30,2:n,2:n,,0.961
31,1:y,1:y,,0.971
32,1:y,1:y,,0.917
33,1:y,1:y,,0.95
34,2:n,2:n,,0.896
35,1:y,1:y,,0.786
36,2:n,2:n,,0.963
37,1:y,1:y,,0.707
38,1:y,1:y,,0.759
39,1:y,1:y,,0.946
40,1:y,1:y,,0.606
41,2:n,2:n,,0.994
42,1:y,1:y,,0.92
43,2:n,2:n,,0.99
44,2:n,2:n,,0.763
45,1:y,1:y,,0.904
46,1:y,1:y,,0.99
47,2:n,1:y,+,0.917
48,2:n,2:n,,0.973
49,1:y,1:y,,0.947
50,2:n,2:n,,0.884
51,1:y,1:y,,0.959
52,1:y,1:y,,0.632
53,2:n,1:y,+,0.987
54,1:y,1:y,,0.851
55,2:n,2:n,,0.993
56,1:y,1:y,,0.817
57,2:n,2:n,,0.995
58,2:n,2:n,,0.876
59,1:y,2:n,+,0.895
60,1:y,1:y,,0.96
61,2:n,1:y,+,0.74
62,2:n,2:n,,0.992
63,1:y,1:y,,0.921
64,2:n,2:n,,0.512
65,1:y,1:y,,0.852
66,1:y,1:y,,0.803
67,1:y,1:y,,0.883
68,2:n,2:n,,0.701
69,1:y,1:y,,0.8
70,2:n,2:n,,0.916
71,1:y,1:y,,0.704
72,2:n,2:n,,0.974
73,1:y,1:y,,0.884
74,2:n,2:n,,0.931
75,2:n,2:n,,0.954
76,2:n,2:n,,0.699
77,2:n,2:n,,0.999
78,1:y,1:y,,0.943
79,1:y,1:y,,0.577
80,2:n,2:n,,0.996
81,1:y,1:y,,0.898
82,1:y,2:n,+,0.53
83,1:y,1:y,,0.837
84,1:y,1:y,,0.742
85,1:y,1:y,,0.966
86,1:y,1:y,,0.613
87,1:y,1:y,,0.784
88,2:n,2:n,,0.989
89,1:y,1:y,,0.728
90,2:n,2:n,,0.857
91,2:n,1:y,+,0.635
92,1:y,1:y,,0.947
93,1:y,1:y,,0.91
94,2:n,2:n,,0.983
95,2:n,1:y,+,0.6
96,1:y,1:y,,0.919
97,2:n,2:n,,0.993
98,2:n,1:y,+,0.545
99,1:y,1:y,,0.725
100,1:y,1:y,,0.851
101,2:n,2:n,,0.982
102,2:n,2:n,,0.99
103,1:y,1:y,,0.82
104,2:n,2:n,,0.923
105,1:y,1:y,,0.996
106,2:n,2:n,,1
107,1:y,1:y,,0.685
108,2:n,2:n,,0.97
109,1:y,1:y,,0.84
110,2:n,2:n,,0.871
111,1:y,1:y,,0.963
112,2:n,2:n,,0.971
113,2:n,2:n,,0.99
114,2:n,2:n,,0.969
115,1:y,1:y,,0.933
116,2:n,2:n,,0.586
117,1:y,1:y,,0.78
118,2:n,2:n,,0.94
119,2:n,2:n,,0.983
120,2:n,1:y,+,0.557
121,2:n,1:y,+,0.887
122,2:n,1:y,+,0.977
123,2:n,2:n,,0.997
124,1:y,1:y,,0.784
125,2:n,2:n,,0.942
126,2:n,1:y,+,0.634
127,2:n,2:n,,0.984
128,2:n,2:n,,0.996
129,2:n,2:n,,0.993
130,2:n,2:n,,0.941
131,1:y,1:y,,0.981
132,1:y,1:y,,0.681
133,1:y,1:y,,0.786
134,1:y,1:y,,0.64
135,2:n,2:n,,0.954
136,1:y,1:y,,0.868
137,2:n,2:n,,0.984
138,2:n,2:n,,0.973
139,1:y,1:y,,0.984
140,1:y,1:y,,0.93
141,2:n,2:n,,0.987
142,1:y,1:y,,0.924
143,2:n,2:n,,0.95
144,1:y,1:y,,0.933
145,1:y,1:y,,0.784
146,2:n,1:y,+,0.51
147,1:y,1:y,,0.804
148,1:y,2:n,+,0.699
149,2:n,2:n,,0.934
150,1:y,1:y,,0.751
151,2:n,2:n,,0.509
152,2:n,1:y,+,0.837
153,2:n,1:y,+,0.58
154,2:n,2:n,,0.949
155,2:n,1:y,+,0.731
156,1:y,1:y,,0.984
157,1:y,2:n,+,0.967
158,1:y,1:y,,0.971
159,1:y,1:y,,0.95
160,1:y,1:y,,0.876
161,2:n,2:n,,0.966
162,1:y,1:y,,0.994
163,2:n,2:n,,0.989
164,1:y,1:y,,0.953
165,1:y,1:y,,0.871
166,1:y,1:y,,0.836
167,2:n,1:y,+,0.91
168,1:y,1:y,,0.977
169,1:y,1:y,,0.686
170,2:n,2:n,,0.876
171,1:y,1:y,,0.696
172,2:n,1:y,+,0.785
173,2:n,1:y,+,0.686
174,1:y,1:y,,0.934
175,1:y,1:y,,0.933
176,1:y,1:y,,0.943
177,2:n,2:n,,0.921
178,1:y,1:y,,0.762
179,2:n,2:n,,0.928
180,2:n,2:n,,0.874
181,1:y,1:y,,0.881
182,1:y,1:y,,0.768
183,1:y,1:y,,0.909
184,2:n,2:n,,0.926
185,1:y,1:y,,0.578
186,1:y,1:y,,0.899
187,2:n,1:y,+,0.826
188,1:y,1:y,,0.951
189,2:n,2:n,,0.989
190,1:y,1:y,,0.961
191,2:n,2:n,,0.993
192,2:n,2:n,,0.991
193,1:y,1:y,,0.906
194,2:n,2:n,,0.929
195,1:y,1:y,,0.81
196,1:y,2:n,+,0.512
197,1:y,1:y,,0.897
198,2:n,1:y,+,0.854
199,2:n,2:n,,0.829
200,1:y,1:y,,0.997
201,2:n,2:n,,0.566
202,2:n,2:n,,0.989
203,2:n,1:y,+,0.784
204,1:y,1:y,,0.905
205,2:n,2:n,,0.976
206,1:y,1:y,,0.991
207,1:y,1:y,,0.89
208,1:y,1:y,,0.737
209,2:n,1:y,+,0.576
210,1:y,1:y,,0.904
211,1:y,1:y,,0.919
212,2:n,2:n,,0.966
213,1:y,2:n,+,0.676
214,1:y,1:y,,0.914
215,2:n,2:n,,0.757
216,1:y,1:y,,0.711
217,1:y,1:y,,0.801
218,1:y,1:y,,0.796
219,2:n,1:y,+,0.611
220,2:n,1:y,+,0.617
221,2:n,2:n,,0.997
222,1:y,1:y,,0.663
223,2:n,2:n,,0.987
224,2:n,2:n,,0.847
225,1:y,1:y,,0.777
226,1:y,1:y,,0.804
227,1:y,1:y,,0.823
228,1:y,1:y,,0.904
229,1:y,1:y,,0.606
230,1:y,1:y,,0.989
231,2:n,2:n,,0.81
232,1:y,2:n,+,0.937
233,1:y,1:y,,0.65
234,1:y,1:y,,0.767
235,2:n,2:n,,0.994
236,1:y,1:y,,0.88
237,2:n,2:n,,0.99
238,1:y,1:y,,0.871
239,1:y,1:y,,0.853
240,1:y,1:y,,0.94
241,1:y,1:y,,0.857
242,1:y,1:y,,0.676
243,2:n,2:n,,0.991
244,2:n,2:n,,0.939
245,1:y,1:y,,0.893
246,2:n,1:y,+,0.758
247,1:y,1:y,,0.884
248,2:n,2:n,,0.976
249,1:y,1:y,,0.834
250,1:y,2:n,+,0.959
251,1:y,1:y,,0.757
252,1:y,1:y,,0.989
253,1:y,1:y,,0.829
254,1:y,1:y,,0.646
255,1:y,1:y,,0.926
256,1:y,1:y,,0.929
257,1:y,1:y,,0.925
258,1:y,2:n,+,0.944
259,1:y,1:y,,0.755
260,1:y,1:y,,0.943
261,1:y,1:y,,0.881
262,1:y,1:y,,0.781
263,1:y,1:y,,0.881
264,1:y,1:y,,0.867
265,1:y,1:y,,0.7
266,1:y,1:y,,0.509
267,1:y,2:n,+,0.61
268,1:y,1:y,,0.783
269,2:n,2:n,,0.84
270,1:y,1:y,,0.731
271,1:y,1:y,,0.964
272,1:y,1:y,,0.874
273,2:n,2:n,,0.961
274,1:y,2:n,+,0.57
275,2:n,1:y,+,0.708
276,1:y,1:y,,0.92
277,1:y,1:y,,0.754
278,1:y,1:y,,0.861
279,1:y,1:y,,0.951
280,1:y,1:y,,0.759
281,2:n,2:n,,0.675
282,1:y,1:y,,0.657
283,1:y,1:y,,0.705
284,2:n,1:y,+,0.779
285,1:y,1:y,,0.903
286,2:n,2:n,,0.981
287,1:y,1:y,,0.676
288,1:y,1:y,,0.844
289,2:n,2:n,,0.924
290,2:n,2:n,,0.658
291,2:n,2:n,,0.991
292,2:n,2:n,,0.813
293,2:n,2:n,,0.923
294,1:y,1:y,,0.94
295,1:y,1:y,,0.81
296,2:n,2:n,,0.925
297,1:y,1:y,,0.781
298,1:y,1:y,,0.957
299,2:n,2:n,,0.932
