=== Run information ===

Scheme:       weka.classifiers.lazy.IBk -K 45 -W 0 -A "weka.core.neighboursearch.LinearNNSearch -A \"weka.core.EuclideanDistance -R first-last\""
Relation:     database_mean_unknown
Instances:    50000
Attributes:   26
              startHour
              startWeekday
              duration
              cCount
              cMinPrice
              cMaxPrice
              cSumPrice
              bCount
              bMinPrice
              bMaxPrice
              bSumPrice
              bStep
              onlineStatus
              availability
              maxVal
              customerScore
              accountLifetime
              payments
              age
              lastOrder
              rCount
              bMinPriceVariance
              bMaxPriceVariance
              bMeanVariance
              cMeanVariance
              order
Test mode:    user supplied test set:  size unknown (reading incrementally)

=== Classifier model (full training set) ===

IB1 instance-based classifier
using 45 nearest neighbour(s) for classification


Time taken to build model: 0.01 seconds

=== Predictions on test set ===

inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.933
2,1:y,1:y,,0.933
3,1:y,1:y,,0.933
4,2:n,2:n,,0.711
5,2:n,2:n,,0.978
6,2:n,2:n,,0.956
7,2:n,2:n,,1
8,2:n,2:n,,1
9,2:n,2:n,,1
10,1:y,1:y,,0.889
11,2:n,2:n,,0.978
12,1:y,1:y,,0.978
13,1:y,1:y,,0.978
14,2:n,2:n,,0.933
15,1:y,2:n,+,0.956
16,2:n,2:n,,1
17,1:y,1:y,,1
18,1:y,1:y,,0.911
19,2:n,1:y,+,0.511
20,1:y,1:y,,0.911
21,2:n,2:n,,1
22,1:y,1:y,,0.889
23,1:y,1:y,,1
24,2:n,2:n,,1
25,2:n,2:n,,1
26,2:n,2:n,,0.978
27,1:y,1:y,,0.956
28,2:n,1:y,+,0.622
29,1:y,1:y,,0.911
30,2:n,2:n,,1
31,1:y,1:y,,0.978
32,1:y,1:y,,0.978
33,1:y,1:y,,0.978
34,2:n,2:n,,1
35,1:y,1:y,,0.889
36,2:n,1:y,+,0.778
37,1:y,1:y,,0.978
38,1:y,1:y,,0.911
39,1:y,1:y,,0.911
40,1:y,1:y,,0.978
41,2:n,2:n,,1
42,1:y,1:y,,0.978
43,2:n,2:n,,1
44,2:n,2:n,,0.956
45,1:y,1:y,,0.978
46,1:y,1:y,,0.933
47,2:n,1:y,+,0.933
48,2:n,2:n,,1
49,1:y,1:y,,1
50,2:n,2:n,,0.978
51,1:y,1:y,,0.978
52,1:y,1:y,,0.956
53,2:n,1:y,+,0.933
54,1:y,1:y,,0.933
55,2:n,2:n,,1
56,1:y,1:y,,0.956
57,2:n,2:n,,1
58,2:n,2:n,,1
59,1:y,2:n,+,0.978
60,1:y,1:y,,0.867
61,2:n,2:n,,1
62,2:n,2:n,,1
63,1:y,1:y,,0.889
64,2:n,2:n,,0.933
65,1:y,1:y,,0.756
66,1:y,1:y,,0.644
67,1:y,1:y,,0.978
68,2:n,2:n,,0.978
69,1:y,1:y,,0.933
70,2:n,2:n,,1
71,1:y,1:y,,0.933
72,2:n,2:n,,0.978
73,1:y,1:y,,0.756
74,2:n,2:n,,1
75,2:n,2:n,,1
76,2:n,2:n,,1
77,2:n,2:n,,1
78,1:y,1:y,,0.978
79,1:y,1:y,,0.978
80,2:n,2:n,,1
81,1:y,1:y,,0.844
82,1:y,1:y,,0.733
83,1:y,1:y,,0.933
84,1:y,1:y,,1
85,1:y,1:y,,0.844
86,1:y,1:y,,0.978
87,1:y,2:n,+,0.956
88,2:n,2:n,,1
89,1:y,1:y,,0.956
90,2:n,2:n,,0.978
91,2:n,1:y,+,0.978
92,1:y,1:y,,0.867
93,1:y,1:y,,1
94,2:n,2:n,,1
95,2:n,2:n,,0.978
96,1:y,2:n,+,0.956
97,2:n,1:y,+,0.644
98,2:n,2:n,,0.978
99,1:y,1:y,,0.911
100,1:y,1:y,,0.822
101,2:n,2:n,,1
102,2:n,2:n,,1
103,1:y,1:y,,1
104,2:n,2:n,,1
105,1:y,1:y,,0.978
106,2:n,2:n,,0.778
107,1:y,1:y,,0.978
108,2:n,2:n,,0.978
109,1:y,1:y,,0.933
110,2:n,2:n,,0.889
111,1:y,1:y,,0.933
112,2:n,1:y,+,0.822
113,2:n,2:n,,1
114,2:n,2:n,,1
115,1:y,1:y,,0.911
116,2:n,1:y,+,0.956
117,1:y,1:y,,0.889
118,2:n,2:n,,0.978
119,2:n,1:y,+,0.711
120,2:n,2:n,,1
121,2:n,2:n,,1
122,2:n,2:n,,0.956
123,2:n,2:n,,1
124,1:y,1:y,,0.978
125,2:n,2:n,,0.978
126,2:n,1:y,+,0.733
127,2:n,2:n,,1
128,2:n,2:n,,1
129,2:n,2:n,,1
130,2:n,2:n,,0.978
131,1:y,1:y,,1
132,1:y,1:y,,0.933
133,1:y,1:y,,0.956
134,1:y,1:y,,1
135,2:n,1:y,+,0.911
136,1:y,1:y,,0.8
137,2:n,2:n,,0.933
138,2:n,2:n,,1
139,1:y,1:y,,0.933
140,1:y,1:y,,0.933
141,2:n,2:n,,1
142,1:y,1:y,,1
143,2:n,1:y,+,0.622
144,1:y,1:y,,0.511
145,1:y,1:y,,1
146,2:n,2:n,,1
147,1:y,1:y,,0.933
148,1:y,1:y,,0.844
149,2:n,2:n,,1
150,1:y,1:y,,0.933
151,2:n,2:n,,0.978
152,2:n,1:y,+,1
153,2:n,2:n,,1
154,2:n,2:n,,0.978
155,2:n,2:n,,1
156,1:y,1:y,,0.978
157,1:y,2:n,+,1
158,1:y,1:y,,0.911
159,1:y,1:y,,0.978
160,1:y,1:y,,0.978
161,2:n,2:n,,1
162,1:y,1:y,,1
