=== Run information ===

Scheme:       weka.classifiers.lazy.IBk -K 95 -W 0 -A "weka.core.neighboursearch.LinearNNSearch -A \"weka.core.EuclideanDistance -R first-last\""
Relation:     database_mean_unknown
Instances:    50000
Attributes:   26
              startHour
              startWeekday
              duration
              cCount
              cMinPrice
              cMaxPrice
              cSumPrice
              bCount
              bMinPrice
              bMaxPrice
              bSumPrice
              bStep
              onlineStatus
              availability
              maxVal
              customerScore
              accountLifetime
              payments
              age
              lastOrder
              rCount
              bMinPriceVariance
              bMaxPriceVariance
              bMeanVariance
              cMeanVariance
              order
Test mode:    user supplied test set:  size unknown (reading incrementally)

=== Classifier model (full training set) ===

IB1 instance-based classifier
using 95 nearest neighbour(s) for classification


Time taken to build model: 0.04 seconds

=== Predictions on test set ===

inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.926
2,1:y,1:y,,0.968
3,1:y,1:y,,0.958
4,2:n,2:n,,0.8
5,2:n,2:n,,0.989
6,2:n,2:n,,0.947
7,2:n,2:n,,1
8,2:n,2:n,,0.989
9,2:n,2:n,,0.989
10,1:y,1:y,,0.926
11,2:n,2:n,,0.958
12,1:y,1:y,,0.979
13,1:y,1:y,,0.989
14,2:n,2:n,,0.937
15,1:y,2:n,+,0.979
16,2:n,2:n,,0.989
17,1:y,1:y,,1
18,1:y,1:y,,0.926
19,2:n,1:y,+,0.726
20,1:y,1:y,,0.916
21,2:n,2:n,,1
22,1:y,1:y,,0.916
23,1:y,1:y,,1
24,2:n,2:n,,0.989
25,2:n,2:n,,1
26,2:n,2:n,,0.989
27,1:y,1:y,,0.968
28,2:n,1:y,+,0.684
29,1:y,1:y,,0.916
30,2:n,2:n,,1
31,1:y,1:y,,0.989
32,1:y,1:y,,0.979
33,1:y,1:y,,0.958
34,2:n,2:n,,1
35,1:y,1:y,,0.916
36,2:n,1:y,+,0.863
37,1:y,1:y,,0.979
38,1:y,1:y,,0.8
39,1:y,1:y,,0.916
40,1:y,1:y,,0.979
41,2:n,2:n,,1
42,1:y,1:y,,0.979
43,2:n,2:n,,1
44,2:n,2:n,,0.98
45,1:y,1:y,,0.947
46,1:y,1:y,,0.937
47,2:n,1:y,+,0.947
48,2:n,2:n,,0.989
49,1:y,1:y,,0.989
50,2:n,2:n,,0.989
51,1:y,1:y,,0.979
52,1:y,1:y,,0.968
53,2:n,1:y,+,0.958
54,1:y,1:y,,0.895
55,2:n,2:n,,1
56,1:y,1:y,,0.947
57,2:n,2:n,,1
58,2:n,2:n,,1
59,1:y,2:n,+,0.979
60,1:y,1:y,,0.916
61,2:n,2:n,,1
62,2:n,2:n,,1
63,1:y,1:y,,0.937
64,2:n,2:n,,0.968
65,1:y,1:y,,0.684
66,1:y,1:y,,0.684
67,1:y,1:y,,0.968
68,2:n,2:n,,0.989
69,1:y,1:y,,0.947
70,2:n,2:n,,1
71,1:y,1:y,,0.937
72,2:n,2:n,,0.989
73,1:y,1:y,,0.695
74,2:n,2:n,,1
75,2:n,2:n,,1
76,2:n,2:n,,1
77,2:n,2:n,,1
78,1:y,1:y,,0.947
79,1:y,1:y,,0.989
80,2:n,2:n,,1
81,1:y,1:y,,0.726
82,1:y,1:y,,0.695
83,1:y,1:y,,0.968
84,1:y,1:y,,0.979
85,1:y,1:y,,0.768
86,1:y,1:y,,0.947
87,1:y,2:n,+,0.968
88,2:n,2:n,,1
89,1:y,1:y,,0.968
90,2:n,2:n,,0.989
91,2:n,1:y,+,0.989
92,1:y,1:y,,0.926
93,1:y,1:y,,1
94,2:n,2:n,,1
95,2:n,2:n,,0.989
96,1:y,2:n,+,0.979
97,2:n,1:y,+,0.716
98,2:n,2:n,,0.989
99,1:y,1:y,,0.916
100,1:y,1:y,,0.768
101,2:n,2:n,,1
102,2:n,2:n,,1
103,1:y,1:y,,0.947
104,2:n,2:n,,0.979
105,1:y,1:y,,0.989
106,2:n,2:n,,0.6
107,1:y,1:y,,0.989
108,2:n,2:n,,0.989
109,1:y,1:y,,0.937
110,2:n,2:n,,0.8
111,1:y,1:y,,0.958
112,2:n,1:y,+,0.811
113,2:n,2:n,,1
114,2:n,2:n,,0.989
115,1:y,1:y,,0.905
116,2:n,1:y,+,0.853
117,1:y,1:y,,0.916
118,2:n,2:n,,0.989
119,2:n,1:y,+,0.695
120,2:n,2:n,,0.989
121,2:n,2:n,,1
122,2:n,2:n,,0.979
123,2:n,2:n,,1
124,1:y,1:y,,0.989
125,2:n,2:n,,0.989
126,2:n,1:y,+,0.695
127,2:n,2:n,,1
128,2:n,2:n,,1
129,2:n,2:n,,1
130,2:n,2:n,,0.989
131,1:y,1:y,,0.989
132,1:y,1:y,,0.958
133,1:y,1:y,,0.968
134,1:y,1:y,,0.884
135,2:n,1:y,+,0.947
136,1:y,1:y,,0.684
137,2:n,2:n,,0.937
138,2:n,2:n,,1
139,1:y,1:y,,0.968
140,1:y,1:y,,0.958
141,2:n,2:n,,1
142,1:y,1:y,,1
143,2:n,1:y,+,0.632
144,1:y,2:n,+,0.537
145,1:y,1:y,,0.979
146,2:n,2:n,,1
147,1:y,1:y,,0.821
148,1:y,1:y,,0.779
149,2:n,2:n,,0.989
150,1:y,1:y,,0.905
151,2:n,2:n,,0.989
152,2:n,1:y,+,0.979
153,2:n,2:n,,0.989
154,2:n,2:n,,0.989
155,2:n,2:n,,1
156,1:y,1:y,,0.937
157,1:y,2:n,+,1
158,1:y,1:y,,0.905
159,1:y,1:y,,0.947
160,1:y,1:y,,0.979
161,2:n,2:n,,1
162,1:y,1:y,,0.989
163,2:n,2:n,,1
164,1:y,1:y,,0.958
165,1:y,1:y,,0.989
166,1:y,1:y,,0.958
167,2:n,2:n,,0.968
168,1:y,1:y,,0.968
169,1:y,1:y,,0.989
170,2:n,2:n,,0.989
171,1:y,1:y,,0.705
172,2:n,1:y,+,0.937
173,2:n,2:n,,0.979
174,1:y,1:y,,0.989
175,1:y,1:y,,0.947
176,1:y,1:y,,0.989
177,2:n,2:n,,0.989
178,1:y,1:y,,0.937
179,2:n,1:y,+,0.589
180,2:n,1:y,+,0.916
181,1:y,1:y,,0.979
182,1:y,1:y,,0.811
183,1:y,1:y,,0.989
184,2:n,2:n,,0.989
185,1:y,1:y,,0.958
186,1:y,1:y,,0.979
187,2:n,2:n,,0.989
188,1:y,1:y,,0.989
189,2:n,2:n,,1
190,1:y,1:y,,0.968
191,2:n,2:n,,1
192,2:n,1:y,+,0.916
193,1:y,1:y,,0.916
194,2:n,1:y,+,0.537
195,1:y,1:y,,0.926
196,1:y,1:y,,0.947
197,1:y,1:y,,0.968
198,2:n,2:n,,1
199,2:n,2:n,,1
200,1:y,1:y,,0.905
201,2:n,2:n,,0.989
202,2:n,2:n,,1
203,2:n,2:n,,1
204,1:y,1:y,,0.853
205,2:n,1:y,+,0.568
206,1:y,1:y,,0.979
207,1:y,1:y,,0.979
208,1:y,2:n,+,0.558
209,2:n,2:n,,0.989
210,1:y,1:y,,0.937
211,1:y,1:y,,0.989
212,2:n,2:n,,1
213,1:y,1:y,,0.926
214,1:y,1:y,,0.989
215,2:n,1:y,+,0.916
216,1:y,1:y,,0.979
217,1:y,1:y,,0.937
218,1:y,1:y,,0.947
219,2:n,2:n,,0.989
220,2:n,2:n,,0.989
221,2:n,2:n,,1
222,1:y,1:y,,0.853
223,2:n,2:n,,1
224,2:n,2:n,,0.989
225,1:y,1:y,,0.789
226,1:y,1:y,,0.611
227,1:y,1:y,,0.989
228,1:y,1:y,,0.947
229,1:y,1:y,,0.8
230,1:y,1:y,,0.989
231,2:n,2:n,,0.989
232,1:y,1:y,,0.621
233,1:y,1:y,,0.989
234,1:y,1:y,,0.989
235,2:n,2:n,,1
236,1:y,1:y,,0.989
237,2:n,2:n,,1
238,1:y,1:y,,0.989
239,1:y,1:y,,0.874
240,1:y,1:y,,1
241,1:y,1:y,,0.958
242,1:y,1:y,,0.989
243,2:n,2:n,,1
244,2:n,2:n,,1
245,1:y,1:y,,1
246,2:n,1:y,+,0.979
247,1:y,1:y,,0.916
248,2:n,2:n,,0.547
249,1:y,1:y,,0.811
250,1:y,2:n,+,1
251,1:y,1:y,,0.695
252,1:y,1:y,,0.926
253,1:y,1:y,,0.968
254,1:y,1:y,,0.916
255,1:y,1:y,,0.989
256,1:y,1:y,,0.989
257,1:y,1:y,,0.8
258,1:y,2:n,+,1
259,1:y,1:y,,0.968
260,1:y,1:y,,0.968
261,1:y,1:y,,0.989
262,1:y,1:y,,0.989
263,1:y,1:y,,0.947
264,1:y,1:y,,0.958
265,1:y,1:y,,0.747
