=== Run information ===

Scheme:       weka.classifiers.lazy.IBk -K 155 -W 0 -A "weka.core.neighboursearch.LinearNNSearch -A \"weka.core.EuclideanDistance -R first-last\""
Relation:     database_mean_unknown
Instances:    50000
Attributes:   26
              startHour
              startWeekday
              duration
              cCount
              cMinPrice
              cMaxPrice
              cSumPrice
              bCount
              bMinPrice
              bMaxPrice
              bSumPrice
              bStep
              onlineStatus
              availability
              maxVal
              customerScore
              accountLifetime
              payments
              age
              lastOrder
              rCount
              bMinPriceVariance
              bMaxPriceVariance
              bMeanVariance
              cMeanVariance
              order
Test mode:    user supplied test set:  size unknown (reading incrementally)

=== Classifier model (full training set) ===

IB1 instance-based classifier
using 155 nearest neighbour(s) for classification


Time taken to build model: 0.01 seconds

=== Predictions on test set ===

inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.923
2,1:y,1:y,,0.968
3,1:y,1:y,,0.935
4,2:n,2:n,,0.794
5,2:n,2:n,,0.968
6,2:n,2:n,,0.968
7,2:n,2:n,,1
8,2:n,2:n,,0.994
9,2:n,2:n,,0.994
10,1:y,1:y,,0.916
11,2:n,2:n,,0.955
12,1:y,1:y,,0.987
13,1:y,1:y,,0.994
14,2:n,2:n,,0.948
15,1:y,2:n,+,0.955
16,2:n,2:n,,0.994
17,1:y,1:y,,1
18,1:y,1:y,,0.923
19,2:n,1:y,+,0.794
20,1:y,1:y,,0.935
21,2:n,2:n,,1
22,1:y,1:y,,0.942
23,1:y,1:y,,0.994
24,2:n,2:n,,0.994
25,2:n,2:n,,0.994
26,2:n,2:n,,0.994
27,1:y,1:y,,0.974
28,2:n,1:y,+,0.755
29,1:y,1:y,,0.935
30,2:n,2:n,,1
31,1:y,1:y,,0.994
32,1:y,1:y,,0.981
33,1:y,1:y,,0.929
34,2:n,2:n,,0.948
35,1:y,1:y,,0.91
36,2:n,1:y,+,0.858
37,1:y,1:y,,0.987
38,1:y,1:y,,0.806
39,1:y,1:y,,0.942
40,1:y,1:y,,0.987
41,2:n,2:n,,1
42,1:y,1:y,,0.981
43,2:n,2:n,,1
44,2:n,2:n,,0.981
45,1:y,1:y,,0.955
46,1:y,1:y,,0.923
47,2:n,1:y,+,0.935
48,2:n,2:n,,0.968
49,1:y,1:y,,0.994
50,2:n,2:n,,0.994
51,1:y,1:y,,0.981
52,1:y,1:y,,0.955
53,2:n,1:y,+,0.935
54,1:y,1:y,,0.903
55,2:n,2:n,,1
56,1:y,1:y,,0.955
57,2:n,2:n,,1
58,2:n,2:n,,1
59,1:y,2:n,+,0.961
60,1:y,1:y,,0.903
61,2:n,2:n,,0.994
62,2:n,2:n,,1
63,1:y,1:y,,0.942
64,2:n,2:n,,0.981
65,1:y,1:y,,0.735
66,1:y,1:y,,0.755
67,1:y,1:y,,0.961
68,2:n,2:n,,0.994
69,1:y,1:y,,0.929
70,2:n,2:n,,1
71,1:y,1:y,,0.923
72,2:n,2:n,,0.994
73,1:y,1:y,,0.742
74,2:n,2:n,,1
75,2:n,2:n,,1
76,2:n,2:n,,1
77,2:n,2:n,,1
78,1:y,1:y,,0.955
