=== Run information ===

Scheme:       weka.classifiers.lazy.IBk -K 75 -W 0 -A "weka.core.neighboursearch.LinearNNSearch -A \"weka.core.EuclideanDistance -R first-last\""
Relation:     database_mean_unknown
Instances:    50000
Attributes:   26
              startHour
              startWeekday
              duration
              cCount
              cMinPrice
              cMaxPrice
              cSumPrice
              bCount
              bMinPrice
              bMaxPrice
              bSumPrice
              bStep
              onlineStatus
              availability
              maxVal
              customerScore
              accountLifetime
              payments
              age
              lastOrder
              rCount
              bMinPriceVariance
              bMaxPriceVariance
              bMeanVariance
              cMeanVariance
              order
Test mode:    user supplied test set:  size unknown (reading incrementally)

=== Classifier model (full training set) ===

IB1 instance-based classifier
using 75 nearest neighbour(s) for classification


Time taken to build model: 0.01 seconds

=== Predictions on test set ===

inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.92
2,1:y,1:y,,0.96
3,1:y,1:y,,0.96
4,2:n,2:n,,0.8
5,2:n,2:n,,0.987
6,2:n,2:n,,0.96
7,2:n,2:n,,1
8,2:n,2:n,,0.987
9,2:n,2:n,,0.987
10,1:y,1:y,,0.907
11,2:n,2:n,,0.987
12,1:y,1:y,,0.973
13,1:y,1:y,,0.987
14,2:n,2:n,,0.933
15,1:y,2:n,+,0.973
16,2:n,2:n,,0.987
17,1:y,1:y,,1
18,1:y,1:y,,0.92
19,2:n,1:y,+,0.653
20,1:y,1:y,,0.907
21,2:n,2:n,,1
22,1:y,1:y,,0.907
23,1:y,1:y,,1
24,2:n,2:n,,1
25,2:n,2:n,,1
26,2:n,2:n,,0.987
27,1:y,1:y,,0.96
28,2:n,1:y,+,0.613
29,1:y,1:y,,0.907
30,2:n,2:n,,1
31,1:y,1:y,,0.987
32,1:y,1:y,,0.973
33,1:y,1:y,,0.947
34,2:n,2:n,,1
35,1:y,1:y,,0.893
36,2:n,1:y,+,0.84
37,1:y,1:y,,0.987
38,1:y,1:y,,0.787
39,1:y,1:y,,0.933
40,1:y,1:y,,0.973
41,2:n,2:n,,1
42,1:y,1:y,,0.973
43,2:n,2:n,,1
44,2:n,2:n,,0.973
45,1:y,1:y,,0.96
46,1:y,1:y,,0.933
47,2:n,1:y,+,0.933
48,2:n,2:n,,1
49,1:y,1:y,,0.987
50,2:n,2:n,,0.987
51,1:y,1:y,,0.973
52,1:y,1:y,,0.96
53,2:n,1:y,+,0.96
54,1:y,1:y,,0.88
55,2:n,2:n,,1
56,1:y,1:y,,0.947
57,2:n,2:n,,1
58,2:n,2:n,,1
59,1:y,2:n,+,0.973
60,1:y,1:y,,0.907
61,2:n,2:n,,1
62,2:n,2:n,,1
63,1:y,1:y,,0.933
64,2:n,2:n,,0.96
65,1:y,1:y,,0.693
66,1:y,1:y,,0.667
67,1:y,1:y,,0.96
68,2:n,2:n,,0.987
69,1:y,1:y,,0.933
70,2:n,2:n,,1
71,1:y,1:y,,0.933
72,2:n,2:n,,0.987
73,1:y,1:y,,0.693
74,2:n,2:n,,1
75,2:n,2:n,,1
76,2:n,2:n,,1
77,2:n,2:n,,1
78,1:y,1:y,,0.947
79,1:y,1:y,,0.987
80,2:n,2:n,,1
81,1:y,1:y,,0.747
82,1:y,1:y,,0.68
83,1:y,1:y,,0.96
84,1:y,1:y,,0.987
85,1:y,1:y,,0.787
86,1:y,1:y,,0.96
87,1:y,2:n,+,0.973
88,2:n,2:n,,1
89,1:y,1:y,,0.96
90,2:n,2:n,,0.987
91,2:n,1:y,+,0.987
92,1:y,1:y,,0.907
93,1:y,1:y,,1
94,2:n,2:n,,1
95,2:n,2:n,,0.987
96,1:y,2:n,+,0.973
97,2:n,1:y,+,0.707
98,2:n,2:n,,0.987
99,1:y,1:y,,0.933
100,1:y,1:y,,0.733
101,2:n,2:n,,1
102,2:n,2:n,,1
103,1:y,1:y,,0.96
104,2:n,2:n,,0.973
105,1:y,1:y,,0.987
106,2:n,2:n,,0.653
107,1:y,1:y,,0.987
108,2:n,2:n,,0.987
109,1:y,1:y,,0.933
110,2:n,2:n,,0.867
111,1:y,1:y,,0.96
112,2:n,1:y,+,0.827
113,2:n,2:n,,1
114,2:n,2:n,,1
115,1:y,1:y,,0.88
116,2:n,1:y,+,0.907
117,1:y,1:y,,0.893
