=== Run information ===

Scheme:       weka.classifiers.lazy.IBk -K 125 -W 0 -A "weka.core.neighboursearch.LinearNNSearch -A \"weka.core.EuclideanDistance -R first-last\""
Relation:     database_mean_unknown
Instances:    50000
Attributes:   26
              startHour
              startWeekday
              duration
              cCount
              cMinPrice
              cMaxPrice
              cSumPrice
              bCount
              bMinPrice
              bMaxPrice
              bSumPrice
              bStep
              onlineStatus
              availability
              maxVal
              customerScore
              accountLifetime
              payments
              age
              lastOrder
              rCount
              bMinPriceVariance
              bMaxPriceVariance
              bMeanVariance
              cMeanVariance
              order
Test mode:    user supplied test set:  size unknown (reading incrementally)

=== Classifier model (full training set) ===

IB1 instance-based classifier
using 125 nearest neighbour(s) for classification


Time taken to build model: 0.01 seconds

=== Predictions on test set ===

inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.92
2,1:y,1:y,,0.96
3,1:y,1:y,,0.944
4,2:n,2:n,,0.8
5,2:n,2:n,,0.984
6,2:n,2:n,,0.96
7,2:n,2:n,,1
8,2:n,2:n,,0.992
9,2:n,2:n,,0.992
10,1:y,1:y,,0.944
11,2:n,2:n,,0.944
12,1:y,1:y,,0.984
13,1:y,1:y,,0.992
14,2:n,2:n,,0.952
15,1:y,2:n,+,0.968
16,2:n,2:n,,0.992
17,1:y,1:y,,1
18,1:y,1:y,,0.92
19,2:n,1:y,+,0.768
20,1:y,1:y,,0.92
21,2:n,2:n,,1
22,1:y,1:y,,0.936
23,1:y,1:y,,0.992
24,2:n,2:n,,0.992
25,2:n,2:n,,1
26,2:n,2:n,,0.992
27,1:y,1:y,,0.968
28,2:n,1:y,+,0.696
29,1:y,1:y,,0.936
30,2:n,2:n,,1
31,1:y,1:y,,0.992
32,1:y,1:y,,0.984
33,1:y,1:y,,0.936
34,2:n,2:n,,0.976
35,1:y,1:y,,0.904
36,2:n,1:y,+,0.84
37,1:y,1:y,,0.984
38,1:y,1:y,,0.768
39,1:y,1:y,,0.928
40,1:y,1:y,,0.984
41,2:n,2:n,,1
42,1:y,1:y,,0.976
43,2:n,2:n,,1
44,2:n,2:n,,0.976
45,1:y,1:y,,0.952
46,1:y,1:y,,0.944
47,2:n,1:y,+,0.944
48,2:n,2:n,,0.992
49,1:y,1:y,,0.992
50,2:n,2:n,,0.992
51,1:y,1:y,,0.984
52,1:y,1:y,,0.952
53,2:n,1:y,+,0.952
54,1:y,1:y,,0.896
55,2:n,2:n,,1
56,1:y,1:y,,0.952
57,2:n,2:n,,1
58,2:n,2:n,,1
59,1:y,2:n,+,0.968
60,1:y,1:y,,0.92
61,2:n,2:n,,0.992
62,2:n,2:n,,1
63,1:y,1:y,,0.952
64,2:n,2:n,,0.976
65,1:y,1:y,,0.728
66,1:y,1:y,,0.696
67,1:y,1:y,,0.968
68,2:n,2:n,,0.992
69,1:y,1:y,,0.928
70,2:n,2:n,,1
71,1:y,1:y,,0.944
72,2:n,2:n,,0.992
73,1:y,1:y,,0.728
74,2:n,2:n,,1
75,2:n,2:n,,1
76,2:n,2:n,,1
77,2:n,2:n,,1
78,1:y,1:y,,0.952
79,1:y,1:y,,0.992
80,2:n,2:n,,1
81,1:y,1:y,,0.76
82,1:y,1:y,,0.728
83,1:y,1:y,,0.976
84,1:y,1:y,,0.968
85,1:y,1:y,,0.672
86,1:y,1:y,,0.952
87,1:y,2:n,+,0.976
88,2:n,2:n,,1
89,1:y,1:y,,0.944
90,2:n,2:n,,0.992
91,2:n,1:y,+,0.992
92,1:y,1:y,,0.944
93,1:y,1:y,,0.992
94,2:n,2:n,,1
95,2:n,2:n,,0.992
96,1:y,2:n,+,0.984
97,2:n,1:y,+,0.736
98,2:n,2:n,,0.992
99,1:y,1:y,,0.928
100,1:y,1:y,,0.76
101,2:n,2:n,,1
102,2:n,2:n,,0.992
103,1:y,1:y,,0.952
104,2:n,2:n,,0.968
105,1:y,1:y,,0.992
106,2:n,2:n,,0.512
107,1:y,1:y,,0.992
108,2:n,2:n,,0.992
109,1:y,1:y,,0.952
110,2:n,2:n,,0.736
111,1:y,1:y,,0.96
112,2:n,1:y,+,0.832
113,2:n,2:n,,1
114,2:n,2:n,,0.984
115,1:y,1:y,,0.92
116,2:n,1:y,+,0.856
