=== Run information ===

Scheme:       weka.classifiers.lazy.IBk -K 55 -W 0 -A "weka.core.neighboursearch.LinearNNSearch -A \"weka.core.EuclideanDistance -R first-last\""
Relation:     database_mean_unknown
Instances:    50000
Attributes:   26
              startHour
              startWeekday
              duration
              cCount
              cMinPrice
              cMaxPrice
              cSumPrice
              bCount
              bMinPrice
              bMaxPrice
              bSumPrice
              bStep
              onlineStatus
              availability
              maxVal
              customerScore
              accountLifetime
              payments
              age
              lastOrder
              rCount
              bMinPriceVariance
              bMaxPriceVariance
              bMeanVariance
              cMeanVariance
              order
Test mode:    user supplied test set:  size unknown (reading incrementally)

=== Classifier model (full training set) ===

IB1 instance-based classifier
using 55 nearest neighbour(s) for classification


Time taken to build model: 0.01 seconds

=== Predictions on test set ===

inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.891
2,1:y,1:y,,0.945
3,1:y,1:y,,0.945
4,2:n,2:n,,0.764
5,2:n,2:n,,0.982
6,2:n,2:n,,0.964
7,2:n,2:n,,1
8,2:n,2:n,,1
9,2:n,2:n,,0.982
10,1:y,1:y,,0.891
11,2:n,2:n,,0.982
12,1:y,1:y,,0.982
13,1:y,1:y,,0.982
14,2:n,2:n,,0.927
15,1:y,2:n,+,0.964
16,2:n,2:n,,1
17,1:y,1:y,,1
18,1:y,1:y,,0.909
19,2:n,1:y,+,0.545
20,1:y,1:y,,0.891
21,2:n,2:n,,1
22,1:y,1:y,,0.909
23,1:y,1:y,,1
24,2:n,2:n,,1
25,2:n,2:n,,1
26,2:n,2:n,,0.982
27,1:y,1:y,,0.964
28,2:n,1:y,+,0.673
29,1:y,1:y,,0.927
30,2:n,2:n,,1
31,1:y,1:y,,0.982
32,1:y,1:y,,0.982
33,1:y,1:y,,0.945
34,2:n,2:n,,1
35,1:y,1:y,,0.891
36,2:n,1:y,+,0.782
37,1:y,1:y,,0.982
38,1:y,1:y,,0.873
39,1:y,1:y,,0.927
40,1:y,1:y,,0.982
41,2:n,2:n,,1
42,1:y,1:y,,0.982
43,2:n,2:n,,1
