=== Run information ===

Scheme:       weka.classifiers.lazy.IBk -K 115 -W 0 -A "weka.core.neighboursearch.LinearNNSearch -A \"weka.core.EuclideanDistance -R first-last\""
Relation:     database_mean_unknown
Instances:    50000
Attributes:   26
              startHour
              startWeekday
              duration
              cCount
              cMinPrice
              cMaxPrice
              cSumPrice
              bCount
              bMinPrice
              bMaxPrice
              bSumPrice
              bStep
              onlineStatus
              availability
              maxVal
              customerScore
              accountLifetime
              payments
              age
              lastOrder
              rCount
              bMinPriceVariance
              bMaxPriceVariance
              bMeanVariance
              cMeanVariance
              order
Test mode:    user supplied test set:  size unknown (reading incrementally)

=== Classifier model (full training set) ===

IB1 instance-based classifier
using 115 nearest neighbour(s) for classification


Time taken to build model: 0.02 seconds

=== Predictions on test set ===

inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.93
2,1:y,1:y,,0.965
3,1:y,1:y,,0.957
4,2:n,2:n,,0.783
5,2:n,2:n,,0.983
6,2:n,2:n,,0.957
7,2:n,2:n,,1
8,2:n,2:n,,0.991
9,2:n,2:n,,0.991
10,1:y,1:y,,0.939
11,2:n,2:n,,0.939
12,1:y,1:y,,0.983
13,1:y,1:y,,0.991
14,2:n,2:n,,0.948
15,1:y,2:n,+,0.965
16,2:n,2:n,,0.991
17,1:y,1:y,,1
18,1:y,1:y,,0.93
19,2:n,1:y,+,0.748
20,1:y,1:y,,0.913
21,2:n,2:n,,1
22,1:y,1:y,,0.93
23,1:y,1:y,,1
24,2:n,2:n,,0.991
25,2:n,2:n,,1
26,2:n,2:n,,0.991
27,1:y,1:y,,0.974
28,2:n,1:y,+,0.704
29,1:y,1:y,,0.93
30,2:n,2:n,,1
31,1:y,1:y,,0.991
32,1:y,1:y,,0.983
33,1:y,1:y,,0.93
34,2:n,2:n,,0.991
35,1:y,1:y,,0.913
36,2:n,1:y,+,0.843
37,1:y,1:y,,0.983
38,1:y,1:y,,0.809
39,1:y,1:y,,0.93
40,1:y,1:y,,0.983
41,2:n,2:n,,1
42,1:y,1:y,,0.974
43,2:n,2:n,,1
44,2:n,2:n,,0.974
45,1:y,1:y,,0.948
46,1:y,1:y,,0.939
47,2:n,1:y,+,0.948
48,2:n,2:n,,0.991
49,1:y,1:y,,0.991
50,2:n,2:n,,0.991
51,1:y,1:y,,0.983
52,1:y,1:y,,0.948
53,2:n,1:y,+,0.957
54,1:y,1:y,,0.904
55,2:n,2:n,,1
56,1:y,1:y,,0.948
57,2:n,2:n,,1
58,2:n,2:n,,1
59,1:y,2:n,+,0.965
60,1:y,1:y,,0.93
61,2:n,2:n,,0.991
62,2:n,2:n,,1
63,1:y,1:y,,0.948
64,2:n,2:n,,0.974
65,1:y,1:y,,0.713
66,1:y,1:y,,0.739
67,1:y,1:y,,0.965
68,2:n,2:n,,0.991
69,1:y,1:y,,0.922
70,2:n,2:n,,1
71,1:y,1:y,,0.939
72,2:n,2:n,,0.991
73,1:y,1:y,,0.713
74,2:n,2:n,,1
75,2:n,2:n,,1
76,2:n,2:n,,1
77,2:n,2:n,,1
78,1:y,1:y,,0.948
79,1:y,1:y,,0.991
80,2:n,2:n,,1
81,1:y,1:y,,0.739
82,1:y,1:y,,0.722
83,1:y,1:y,,0.974
84,1:y,1:y,,0.965
85,1:y,1:y,,0.713
86,1:y,1:y,,0.948
87,1:y,2:n,+,0.974
88,2:n,2:n,,1
89,1:y,1:y,,0.948
90,2:n,2:n,,0.991
91,2:n,1:y,+,0.991
92,1:y,1:y,,0.939
93,1:y,1:y,,1
94,2:n,2:n,,1
95,2:n,2:n,,0.991
96,1:y,2:n,+,0.983
97,2:n,1:y,+,0.73
98,2:n,2:n,,0.991
99,1:y,1:y,,0.93
100,1:y,1:y,,0.739
101,2:n,2:n,,1
102,2:n,2:n,,1
103,1:y,1:y,,0.948
104,2:n,2:n,,0.965
105,1:y,1:y,,0.991
106,2:n,2:n,,0.557
107,1:y,1:y,,0.991
108,2:n,2:n,,0.991
109,1:y,1:y,,0.948
110,2:n,2:n,,0.757
111,1:y,1:y,,0.965
112,2:n,1:y,+,0.826
113,2:n,2:n,,1
114,2:n,2:n,,0.983
115,1:y,1:y,,0.913
116,2:n,1:y,+,0.852
117,1:y,1:y,,0.922
118,2:n,2:n,,0.991
119,2:n,1:y,+,0.696
120,2:n,2:n,,0.991
121,2:n,2:n,,1
122,2:n,2:n,,0.983
123,2:n,2:n,,1
124,1:y,1:y,,0.983
125,2:n,2:n,,0.991
126,2:n,1:y,+,0.687
127,2:n,2:n,,1
128,2:n,2:n,,1
129,2:n,2:n,,1
130,2:n,2:n,,0.965
131,1:y,1:y,,0.991
132,1:y,1:y,,0.904
133,1:y,1:y,,0.974
134,1:y,1:y,,0.826
135,2:n,1:y,+,0.957
136,1:y,1:y,,0.739
137,2:n,2:n,,0.913
138,2:n,2:n,,1
139,1:y,1:y,,0.974
140,1:y,1:y,,0.965
141,2:n,2:n,,1
142,1:y,1:y,,1
143,2:n,1:y,+,0.661
144,1:y,2:n,+,0.591
145,1:y,1:y,,0.983
146,2:n,2:n,,1
147,1:y,1:y,,0.826
148,1:y,1:y,,0.739
149,2:n,2:n,,0.991
150,1:y,1:y,,0.922
151,2:n,2:n,,0.991
152,2:n,1:y,+,0.974
153,2:n,2:n,,0.991
154,2:n,2:n,,0.991
155,2:n,2:n,,0.991
156,1:y,1:y,,0.948
157,1:y,2:n,+,1
158,1:y,1:y,,0.913
159,1:y,1:y,,0.948
160,1:y,1:y,,0.974
161,2:n,2:n,,1
162,1:y,1:y,,0.991
163,2:n,2:n,,1
164,1:y,1:y,,0.957
165,1:y,1:y,,0.991
166,1:y,1:y,,0.965
167,2:n,2:n,,0.974
168,1:y,1:y,,0.948
169,1:y,1:y,,0.991
170,2:n,2:n,,0.991
171,1:y,1:y,,0.67
172,2:n,1:y,+,0.93
173,2:n,2:n,,0.974
174,1:y,1:y,,0.991
175,1:y,1:y,,0.939
176,1:y,1:y,,0.991
177,2:n,2:n,,0.983
178,1:y,1:y,,0.948
179,2:n,1:y,+,0.626
180,2:n,1:y,+,0.922
181,1:y,1:y,,0.974
182,1:y,1:y,,0.817
183,1:y,1:y,,0.991
184,2:n,2:n,,0.991
185,1:y,1:y,,0.957
186,1:y,1:y,,0.965
187,2:n,2:n,,0.991
