
inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.99
2,1:y,1:y,,0.923
3,1:y,1:y,,0.973
4,2:n,1:y,+,1
5,2:n,2:n,,0.991
6,2:n,1:y,+,0.92
7,2:n,2:n,,0.991
8,2:n,1:y,+,1
9,2:n,2:n,,0.89
10,1:y,1:y,,1
11,2:n,2:n,,0.985
12,1:y,1:y,,0.92
13,1:y,1:y,,0.943
14,2:n,1:y,+,1
15,1:y,2:n,+,0.981
16,2:n,2:n,,0.671
17,1:y,1:y,,0.943
18,1:y,1:y,,0.96
19,2:n,2:n,,0.991
20,1:y,1:y,,0.96
21,2:n,2:n,,0.991
22,1:y,1:y,,0.667
23,1:y,1:y,,0.966
24,2:n,2:n,,0.753
25,2:n,1:y,+,1
26,2:n,2:n,,0.996
27,1:y,1:y,,0.966
28,2:n,2:n,,0.97
29,1:y,1:y,,1
30,2:n,2:n,,0.991
31,1:y,1:y,,0.967
32,1:y,1:y,,0.883
33,1:y,1:y,,0.973
34,2:n,2:n,,0.929
35,1:y,1:y,,1
36,2:n,2:n,,0.991
37,1:y,1:y,,1
38,1:y,1:y,,0.825
39,1:y,1:y,,0.916
40,1:y,1:y,,1
41,2:n,2:n,,0.991
42,1:y,1:y,,0.96
43,2:n,2:n,,0.991
44,2:n,2:n,,0.959
45,1:y,1:y,,0.967
46,1:y,1:y,,0.99
47,2:n,1:y,+,0.915
48,2:n,2:n,,0.981
49,1:y,1:y,,0.99
50,2:n,2:n,,1
51,1:y,1:y,,1
52,1:y,1:y,,0.941
53,2:n,1:y,+,0.979
54,1:y,1:y,,0.968
55,2:n,2:n,,0.991
56,1:y,1:y,,1
57,2:n,2:n,,0.991
58,2:n,2:n,,0.93
59,1:y,2:n,+,0.93
60,1:y,1:y,,0.915
61,2:n,2:n,,0.909
62,2:n,2:n,,0.991
63,1:y,1:y,,0.883
64,2:n,2:n,,0.519
65,1:y,1:y,,1
66,1:y,1:y,,0.872
67,1:y,1:y,,0.911
68,2:n,2:n,,0.97
69,1:y,1:y,,0.96
70,2:n,2:n,,0.959
71,1:y,1:y,,0.941
72,2:n,2:n,,0.996
73,1:y,1:y,,0.929
74,2:n,2:n,,0.996
75,2:n,2:n,,0.981
