
inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.78
2,1:y,1:y,,0.732
3,1:y,1:y,,0.927
4,2:n,1:y,+,1
5,2:n,2:n,,1
6,2:n,1:y,+,0.854
7,2:n,2:n,,1
8,2:n,1:y,+,0.683
9,2:n,1:y,+,0.756
10,1:y,1:y,,0.61
11,2:n,2:n,,0.951
12,1:y,1:y,,0.854
13,1:y,1:y,,0.829
14,2:n,1:y,+,0.659
15,1:y,2:n,+,0.927
16,2:n,1:y,+,0.829
17,1:y,1:y,,0.829
18,1:y,1:y,,0.829
19,2:n,2:n,,0.512
20,1:y,1:y,,0.683
21,2:n,2:n,,1
22,1:y,1:y,,0.707
23,1:y,1:y,,0.902
24,2:n,1:y,+,0.537
25,2:n,1:y,+,0.61
26,2:n,2:n,,0.829
27,1:y,1:y,,0.927
28,2:n,2:n,,0.805
29,1:y,1:y,,0.585
30,2:n,2:n,,1
31,1:y,1:y,,0.927
32,1:y,1:y,,0.805
33,1:y,1:y,,0.927
34,2:n,2:n,,1
35,1:y,1:y,,0.732
36,2:n,1:y,+,0.512
37,1:y,1:y,,0.756
38,1:y,1:y,,0.756
39,1:y,1:y,,0.707
40,1:y,1:y,,0.707
41,2:n,2:n,,1
42,1:y,1:y,,0.829
43,2:n,2:n,,1
44,2:n,1:y,+,0.683
45,1:y,1:y,,0.659
46,1:y,1:y,,0.878
47,2:n,1:y,+,0.805
48,2:n,2:n,,1
49,1:y,1:y,,0.829
50,2:n,2:n,,0.659
51,1:y,1:y,,0.951
52,1:y,2:n,+,0.707
53,2:n,1:y,+,0.829
54,1:y,1:y,,0.659
55,2:n,2:n,,1
56,1:y,1:y,,0.634
57,2:n,2:n,,1
58,2:n,2:n,,1
59,1:y,2:n,+,1
60,1:y,1:y,,0.951
61,2:n,1:y,+,0.854
62,2:n,2:n,,0.951
63,1:y,1:y,,0.902
64,2:n,1:y,+,0.683
65,1:y,1:y,,0.561
66,1:y,2:n,+,0.756
67,1:y,1:y,,0.756
68,2:n,2:n,,0.78
69,1:y,1:y,,0.634
70,2:n,2:n,,0.634
71,1:y,1:y,,0.829
72,2:n,2:n,,0.829
73,1:y,2:n,+,0.512
74,2:n,2:n,,0.829
75,2:n,2:n,,1
76,2:n,1:y,+,0.756
77,2:n,2:n,,1
78,1:y,1:y,,0.854
79,1:y,2:n,+,0.61
80,2:n,2:n,,1
81,1:y,1:y,,0.707
82,1:y,1:y,,0.732
83,1:y,1:y,,0.878
84,1:y,1:y,,0.78
85,1:y,1:y,,0.756
86,1:y,1:y,,0.805
87,1:y,1:y,,0.659
88,2:n,2:n,,1
89,1:y,1:y,,0.537
90,2:n,2:n,,0.805
91,2:n,2:n,,0.659
92,1:y,1:y,,0.902
93,1:y,1:y,,0.829
94,2:n,2:n,,0.976
95,2:n,1:y,+,0.732
96,1:y,1:y,,0.902
97,2:n,2:n,,0.537
98,2:n,2:n,,0.537
99,1:y,1:y,,0.732
100,1:y,1:y,,0.732
101,2:n,2:n,,1
102,2:n,2:n,,1
103,1:y,1:y,,0.829
104,2:n,2:n,,1
105,1:y,1:y,,0.902
106,2:n,2:n,,0.756
107,1:y,1:y,,0.732
108,2:n,2:n,,0.829
109,1:y,1:y,,0.854
110,2:n,2:n,,0.902
111,1:y,1:y,,0.732
112,2:n,2:n,,1
113,2:n,2:n,,1
114,2:n,2:n,,1
115,1:y,1:y,,0.927
116,2:n,2:n,,0.707
117,1:y,1:y,,0.732
118,2:n,2:n,,0.829
119,2:n,2:n,,1
120,2:n,1:y,+,0.512
121,2:n,1:y,+,0.512
122,2:n,1:y,+,0.878
123,2:n,2:n,,1
124,1:y,1:y,,0.732
125,2:n,2:n,,0.902
126,2:n,1:y,+,0.854
127,2:n,2:n,,1
128,2:n,2:n,,1
129,2:n,2:n,,1
130,2:n,2:n,,1
131,1:y,1:y,,0.976
132,1:y,1:y,,0.707
133,1:y,1:y,,0.78
134,1:y,1:y,,0.78
135,2:n,2:n,,0.951
136,1:y,1:y,,0.585
137,2:n,2:n,,1
138,2:n,2:n,,1
139,1:y,1:y,,0.854
140,1:y,1:y,,0.829
141,2:n,2:n,,1
142,1:y,1:y,,0.902
143,2:n,2:n,,0.829
144,1:y,1:y,,0.951
145,1:y,1:y,,0.78
146,2:n,2:n,,0.634
147,1:y,1:y,,0.634
148,1:y,2:n,+,0.732
149,2:n,2:n,,0.976
150,1:y,1:y,,0.951
151,2:n,2:n,,0.659
152,2:n,1:y,+,0.854
153,2:n,1:y,+,0.732
154,2:n,2:n,,0.805
155,2:n,1:y,+,0.707
156,1:y,1:y,,0.976
157,1:y,2:n,+,1
158,1:y,1:y,,0.927
159,1:y,1:y,,0.976
160,1:y,1:y,,0.707
161,2:n,2:n,,0.756
162,1:y,1:y,,0.902
163,2:n,2:n,,1
164,1:y,1:y,,0.78
165,1:y,1:y,,0.756
166,1:y,1:y,,0.878
167,2:n,1:y,+,0.829
168,1:y,1:y,,0.951
169,1:y,1:y,,0.61
170,2:n,1:y,+,0.683
171,1:y,1:y,,0.732
172,2:n,1:y,+,0.854
173,2:n,1:y,+,0.732
174,1:y,1:y,,0.854
175,1:y,1:y,,0.732
176,1:y,1:y,,0.902
177,2:n,2:n,,0.976
178,1:y,1:y,,0.829
179,2:n,1:y,+,0.512
180,2:n,2:n,,0.927
181,1:y,1:y,,0.878
182,1:y,1:y,,0.829
183,1:y,1:y,,1
184,2:n,2:n,,0.732
185,1:y,1:y,,0.707
186,1:y,1:y,,0.878
187,2:n,1:y,+,0.561
188,1:y,1:y,,0.951
189,2:n,2:n,,1
190,1:y,1:y,,1
191,2:n,2:n,,1
192,2:n,2:n,,1
193,1:y,1:y,,0.927
194,2:n,2:n,,1
195,1:y,2:n,+,0.512
196,1:y,1:y,,0.854
197,1:y,1:y,,0.756
198,2:n,1:y,+,0.659
199,2:n,1:y,+,0.829
200,1:y,1:y,,0.878
201,2:n,2:n,,0.659
202,2:n,2:n,,1
203,2:n,1:y,+,0.732
204,1:y,1:y,,0.854
205,2:n,2:n,,0.976
206,1:y,1:y,,0.951
207,1:y,1:y,,0.829
208,1:y,2:n,+,0.805
209,2:n,1:y,+,0.634
210,1:y,1:y,,0.951
211,1:y,1:y,,0.878
212,2:n,2:n,,0.756
213,1:y,1:y,,0.707
214,1:y,1:y,,0.805
215,2:n,2:n,,0.902
216,1:y,1:y,,0.756
217,1:y,1:y,,0.561
218,1:y,1:y,,0.683
219,2:n,1:y,+,0.512
220,2:n,2:n,,0.634
221,2:n,2:n,,1
222,1:y,1:y,,0.707
223,2:n,2:n,,1
224,2:n,1:y,+,0.732
225,1:y,1:y,,0.829
226,1:y,1:y,,0.707
227,1:y,1:y,,0.951
228,1:y,1:y,,0.732
229,1:y,1:y,,0.78
230,1:y,1:y,,0.951
231,2:n,2:n,,0.61
232,1:y,2:n,+,0.976
233,1:y,1:y,,0.732
234,1:y,1:y,,0.683
235,2:n,2:n,,1
236,1:y,1:y,,0.683
237,2:n,2:n,,1
238,1:y,1:y,,0.707
239,1:y,1:y,,0.756
240,1:y,1:y,,0.927
241,1:y,1:y,,0.805
242,1:y,1:y,,0.707
243,2:n,2:n,,1
244,2:n,2:n,,0.976
245,1:y,1:y,,0.927
246,2:n,1:y,+,0.707
247,1:y,1:y,,0.854
248,2:n,2:n,,1
249,1:y,1:y,,0.707
250,1:y,2:n,+,1
251,1:y,1:y,,0.756
252,1:y,1:y,,0.878
253,1:y,1:y,,0.927
254,1:y,2:n,+,0.512
255,1:y,1:y,,0.927
256,1:y,1:y,,0.878
257,1:y,1:y,,0.756
258,1:y,2:n,+,1
259,1:y,1:y,,0.756
260,1:y,1:y,,0.902
261,1:y,1:y,,0.976
262,1:y,1:y,,0.805
263,1:y,1:y,,0.854
264,1:y,1:y,,0.732
265,1:y,1:y,,0.732
266,1:y,1:y,,0.878
267,1:y,2:n,+,0.707
268,1:y,1:y,,0.634
269,2:n,1:y,+,0.512
270,1:y,1:y,,0.707
271,1:y,1:y,,0.927
272,1:y,1:y,,0.829
273,2:n,2:n,,0.829
274,1:y,1:y,,0.537
275,2:n,1:y,+,0.78
276,1:y,1:y,,0.878
277,1:y,1:y,,0.805
278,1:y,1:y,,0.902
279,1:y,1:y,,0.902
280,1:y,1:y,,0.78
281,2:n,1:y,+,0.829
282,1:y,1:y,,0.585
283,1:y,1:y,,0.659
284,2:n,1:y,+,0.756
285,1:y,1:y,,0.902
286,2:n,2:n,,0.976
287,1:y,1:y,,0.732
288,1:y,1:y,,0.78
289,2:n,2:n,,1
290,2:n,1:y,+,0.707
291,2:n,2:n,,1
292,2:n,1:y,+,0.683
293,2:n,1:y,+,0.756
294,1:y,1:y,,0.805
295,1:y,2:n,+,0.756
296,2:n,2:n,,0.585
297,1:y,1:y,,0.561
298,1:y,1:y,,0.878
299,2:n,2:n,,0.756
300,1:y,1:y,,0.732
301,2:n,2:n,,1
302,2:n,2:n,,0.78
303,1:y,1:y,,0.756
304,2:n,2:n,,1
305,1:y,1:y,,0.756
306,1:y,1:y,,0.61
307,1:y,2:n,+,0.585
308,2:n,2:n,,1
309,1:y,1:y,,0.585
310,1:y,1:y,,0.707
311,2:n,1:y,+,0.537
312,1:y,1:y,,0.707
313,2:n,2:n,,1
314,2:n,1:y,+,0.634
315,1:y,1:y,,0.805
316,2:n,2:n,,0.902
317,2:n,2:n,,1
318,1:y,1:y,,0.878
319,1:y,1:y,,0.732
320,2:n,2:n,,0.78
321,2:n,2:n,,0.951
322,2:n,2:n,,1
323,1:y,1:y,,0.976
324,1:y,1:y,,0.78
325,1:y,1:y,,0.732
326,1:y,1:y,,0.683
327,1:y,1:y,,0.927
328,2:n,2:n,,1
329,1:y,1:y,,0.829
330,1:y,1:y,,0.902
331,1:y,1:y,,0.927
332,1:y,1:y,,0.732
333,1:y,1:y,,0.707
334,1:y,1:y,,0.805
335,1:y,2:n,+,0.732
336,1:y,1:y,,0.805
337,1:y,1:y,,0.78
338,2:n,2:n,,0.829
339,1:y,1:y,,0.902
340,2:n,1:y,+,0.732
341,1:y,1:y,,0.902
342,1:y,1:y,,0.634
343,2:n,2:n,,1
344,1:y,1:y,,0.951
345,2:n,2:n,,0.78
346,1:y,2:n,+,0.805
347,2:n,2:n,,1
348,1:y,1:y,,0.854
349,2:n,2:n,,0.512
350,2:n,1:y,+,0.537
351,1:y,1:y,,0.78
352,1:y,1:y,,0.683
353,1:y,1:y,,0.829
354,2:n,2:n,,0.902
355,2:n,1:y,+,0.512
356,2:n,1:y,+,0.829
357,1:y,1:y,,0.732
358,1:y,1:y,,0.878
359,2:n,2:n,,1
360,2:n,2:n,,1
361,1:y,1:y,,0.805
362,2:n,2:n,,1
363,1:y,1:y,,0.732
364,1:y,1:y,,0.951
365,1:y,1:y,,0.756
366,1:y,1:y,,0.732
367,2:n,2:n,,1
368,1:y,1:y,,0.829
369,1:y,1:y,,0.829
370,2:n,2:n,,1
371,1:y,1:y,,0.902
372,1:y,1:y,,0.829
373,1:y,1:y,,0.902
374,1:y,1:y,,0.927
375,1:y,2:n,+,0.707
376,2:n,2:n,,0.561
377,1:y,1:y,,0.756
378,1:y,1:y,,0.561
379,1:y,1:y,,0.756
380,1:y,2:n,+,0.512
381,1:y,1:y,,0.805
382,2:n,2:n,,1
383,1:y,1:y,,0.732
384,2:n,2:n,,1
385,2:n,2:n,,0.756
386,1:y,1:y,,0.805
387,2:n,2:n,,0.805
388,2:n,2:n,,0.756
389,2:n,2:n,,1
390,2:n,1:y,+,0.854
391,1:y,1:y,,0.927
392,1:y,1:y,,0.707
393,1:y,1:y,,0.61
394,1:y,1:y,,0.829
395,2:n,2:n,,1
396,1:y,1:y,,0.902
397,2:n,1:y,+,0.854
398,2:n,2:n,,1
399,1:y,1:y,,0.683
400,2:n,1:y,+,0.585
401,1:y,1:y,,0.756
402,2:n,2:n,,0.78
403,2:n,2:n,,0.756
404,2:n,2:n,,1
405,1:y,1:y,,0.902
406,1:y,1:y,,0.707
407,2:n,2:n,,1
