
inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.895
2,1:y,1:y,,0.892
3,1:y,1:y,,0.895
4,2:n,1:y,+,1
5,2:n,2:n,,0.984
6,2:n,1:y,+,0.801
7,2:n,2:n,,0.984
8,2:n,1:y,+,0.801
9,2:n,2:n,,0.942
10,1:y,1:y,,0.895
11,2:n,2:n,,0.984
12,1:y,1:y,,0.978
13,1:y,1:y,,0.978
14,2:n,1:y,+,0.895
15,1:y,2:n,+,0.984
16,2:n,2:n,,1
17,1:y,1:y,,0.978
18,1:y,2:n,+,1
19,2:n,2:n,,0.919
20,1:y,1:y,,0.895
21,2:n,2:n,,0.984
22,1:y,1:y,,0.801
23,1:y,1:y,,0.978
24,2:n,2:n,,0.704
25,2:n,1:y,+,0.795
26,2:n,2:n,,0.935
27,1:y,1:y,,0.895
28,2:n,1:y,+,0.9
29,1:y,1:y,,0.895
30,2:n,2:n,,0.984
31,1:y,1:y,,0.978
32,1:y,1:y,,0.913
33,1:y,1:y,,0.895
34,2:n,2:n,,0.984
35,1:y,1:y,,0.795
36,2:n,2:n,,0.919
37,1:y,1:y,,0.978
38,1:y,1:y,,0.978
39,1:y,1:y,,0.895
40,1:y,1:y,,0.978
41,2:n,2:n,,0.984
42,1:y,1:y,,0.978
43,2:n,2:n,,0.984
44,2:n,2:n,,1
45,1:y,1:y,,0.827
46,1:y,1:y,,0.895
47,2:n,1:y,+,0.895
48,2:n,2:n,,0.984
49,1:y,1:y,,0.978
50,2:n,2:n,,0.904
51,1:y,1:y,,0.978
52,1:y,1:y,,0.893
53,2:n,1:y,+,0.827
54,1:y,1:y,,0.672
55,2:n,2:n,,0.984
56,1:y,1:y,,0.895
57,2:n,2:n,,0.984
58,2:n,2:n,,0.984
59,1:y,2:n,+,0.984
60,1:y,1:y,,0.895
61,2:n,2:n,,1
62,2:n,2:n,,0.984
63,1:y,1:y,,0.895
64,2:n,2:n,,0.83
65,1:y,1:y,,0.892
66,1:y,1:y,,0.978
67,1:y,1:y,,0.672
68,2:n,1:y,+,1
69,1:y,1:y,,0.895
70,2:n,2:n,,0.83
71,1:y,2:n,+,1
72,2:n,2:n,,0.982
73,1:y,1:y,,0.892
74,2:n,2:n,,0.982
75,2:n,2:n,,0.984
76,2:n,2:n,,0.952
77,2:n,2:n,,0.984
78,1:y,1:y,,0.895
79,1:y,1:y,,0.978
80,2:n,2:n,,0.984
81,1:y,1:y,,0.978
82,1:y,1:y,,0.857
83,1:y,1:y,,0.895
84,1:y,1:y,,0.801
85,1:y,1:y,,0.763
86,1:y,1:y,,0.929
87,1:y,1:y,,0.895
88,2:n,2:n,,0.984
89,1:y,1:y,,0.895
90,2:n,2:n,,0.915
91,2:n,1:y,+,0.978
92,1:y,1:y,,0.895
93,1:y,1:y,,0.978
94,2:n,2:n,,0.984
95,2:n,1:y,+,0.892
96,1:y,1:y,,0.827
97,2:n,2:n,,0.919
98,2:n,1:y,+,0.763
99,1:y,1:y,,0.795
100,1:y,1:y,,0.978
101,2:n,2:n,,0.984
102,2:n,2:n,,0.984
103,1:y,1:y,,0.795
104,2:n,2:n,,0.984
105,1:y,1:y,,0.978
106,2:n,2:n,,0.981
107,1:y,1:y,,0.978
108,2:n,1:y,+,1
109,1:y,1:y,,0.895
110,2:n,2:n,,0.933
111,1:y,1:y,,0.895
112,2:n,2:n,,0.984
113,2:n,2:n,,0.984
114,2:n,2:n,,0.984
115,1:y,1:y,,0.895
116,2:n,1:y,+,0.978
117,1:y,1:y,,0.795
118,2:n,2:n,,0.982
119,2:n,2:n,,0.984
120,2:n,1:y,+,0.795
121,2:n,1:y,+,0.892
122,2:n,1:y,+,0.895
123,2:n,2:n,,0.984
124,1:y,1:y,,0.978
125,2:n,2:n,,0.982
126,2:n,2:n,,1
127,2:n,2:n,,0.984
128,2:n,2:n,,0.984
129,2:n,2:n,,0.984
130,2:n,2:n,,0.984
131,1:y,1:y,,0.978
132,1:y,1:y,,0.978
