
inst#,actual,predicted,error,prediction
1,1:y,1:y,,0.517
2,1:y,1:y,,0.655
3,1:y,1:y,,0.897
4,2:n,1:y,+,0.759
5,2:n,2:n,,1
6,2:n,1:y,+,0.759
7,2:n,2:n,,1
8,2:n,2:n,,0.552
9,2:n,1:y,+,0.69
10,1:y,1:y,,0.552
11,2:n,2:n,,1
12,1:y,1:y,,0.966
13,1:y,1:y,,1
14,2:n,1:y,+,0.862
15,1:y,2:n,+,1
16,2:n,1:y,+,0.69
17,1:y,1:y,,0.966
18,1:y,1:y,,0.621
19,2:n,2:n,,0.828
20,1:y,2:n,+,0.621
21,2:n,2:n,,1
22,1:y,2:n,+,0.586
23,1:y,1:y,,0.966
24,2:n,2:n,,0.655
25,2:n,2:n,,0.621
26,2:n,2:n,,0.897
27,1:y,1:y,,0.931
28,2:n,1:y,+,0.586
29,1:y,2:n,+,0.69
30,2:n,2:n,,1
31,1:y,1:y,,0.897
32,1:y,1:y,,0.724
33,1:y,1:y,,0.897
34,2:n,2:n,,1
35,1:y,1:y,,0.517
36,2:n,2:n,,0.552
37,1:y,1:y,,1
38,1:y,1:y,,0.966
39,1:y,2:n,+,0.517
40,1:y,1:y,,0.966
41,2:n,2:n,,1
42,1:y,1:y,,0.966
43,2:n,2:n,,1
44,2:n,1:y,+,0.724
45,1:y,1:y,,0.828
46,1:y,1:y,,0.862
47,2:n,1:y,+,0.793
48,2:n,2:n,,1
49,1:y,1:y,,1
50,2:n,2:n,,0.828
51,1:y,1:y,,0.966
52,1:y,2:n,+,0.621
53,2:n,1:y,+,0.724
54,1:y,1:y,,0.655
55,2:n,2:n,,1
56,1:y,2:n,+,0.552
57,2:n,2:n,,1
58,2:n,2:n,,1
59,1:y,2:n,+,1
60,1:y,1:y,,0.828
61,2:n,1:y,+,0.793
62,2:n,2:n,,1
63,1:y,1:y,,0.828
64,2:n,1:y,+,0.69
65,1:y,2:n,+,0.759
66,1:y,1:y,,0.759
67,1:y,1:y,,0.69
68,2:n,2:n,,0.897
69,1:y,2:n,+,0.517
70,2:n,2:n,,0.793
71,1:y,1:y,,0.69
72,2:n,2:n,,0.862
73,1:y,2:n,+,0.759
74,2:n,2:n,,0.897
75,2:n,2:n,,1
76,2:n,1:y,+,0.552
77,2:n,2:n,,1
78,1:y,1:y,,0.793
79,1:y,1:y,,0.966
80,2:n,2:n,,1
81,1:y,1:y,,0.966
82,1:y,2:n,+,0.69
83,1:y,1:y,,0.828
84,1:y,1:y,,0.759
85,1:y,1:y,,0.69
86,1:y,1:y,,0.759
87,1:y,1:y,,0.724
88,2:n,2:n,,1
89,1:y,2:n,+,0.655
90,2:n,2:n,,0.897
91,2:n,1:y,+,0.966
92,1:y,1:y,,0.862
93,1:y,1:y,,1
94,2:n,2:n,,1
95,2:n,2:n,,0.621
96,1:y,1:y,,0.828
97,2:n,2:n,,0.586
98,2:n,2:n,,0.793
99,1:y,2:n,+,0.655
100,1:y,1:y,,1
101,2:n,2:n,,1
102,2:n,2:n,,1
103,1:y,1:y,,0.862
104,2:n,2:n,,1
105,1:y,1:y,,0.966
106,2:n,2:n,,0.966
107,1:y,1:y,,0.966
108,2:n,2:n,,0.862
109,1:y,1:y,,0.759
110,2:n,2:n,,0.862
111,1:y,1:y,,0.586
112,2:n,1:y,+,0.828
113,2:n,2:n,,1
114,2:n,2:n,,1
115,1:y,1:y,,0.828
116,2:n,1:y,+,0.966
117,1:y,1:y,,0.517
118,2:n,2:n,,0.862
119,2:n,2:n,,0.931
120,2:n,2:n,,0.655
121,2:n,2:n,,0.759
122,2:n,1:y,+,0.724
123,2:n,2:n,,1
124,1:y,1:y,,0.966
125,2:n,2:n,,0.931
126,2:n,1:y,+,0.793
127,2:n,2:n,,1
128,2:n,2:n,,1
129,2:n,2:n,,1
130,2:n,2:n,,1
131,1:y,1:y,,0.966
132,1:y,1:y,,1
133,1:y,1:y,,0.724
134,1:y,1:y,,0.966
135,2:n,1:y,+,0.586
136,1:y,1:y,,0.828
137,2:n,2:n,,1
138,2:n,2:n,,1
139,1:y,1:y,,0.862
140,1:y,1:y,,0.759
141,2:n,2:n,,1
142,1:y,1:y,,1
143,2:n,2:n,,0.862
144,1:y,1:y,,0.655
145,1:y,1:y,,0.724
146,2:n,2:n,,0.793
147,1:y,1:y,,0.966
148,1:y,1:y,,0.966
149,2:n,2:n,,1
150,1:y,1:y,,0.759
151,2:n,2:n,,0.828
152,2:n,1:y,+,0.828
153,2:n,2:n,,0.517
154,2:n,2:n,,0.931
